Setdb1KO	Lgr5Cre
127.592362433743	124.275341615955
227.906634168323	233.106494754177
173.089369717763	161.34784137156
454.242496973106	351.377850255288
370.209706192671	266.603221560101
599.919027142177	447.27611492403
374.881234453524	313.774873123391
237.161813640903	209.797411272597
483.239155433681	371.43225025298
210.2786035794	634.070376627085
163.264554064648	182.871163297142
335.357667587641	145.659978602487
257.776219846863	249.418588147207
327.587328039286	227.73094110046
426.510064091882	495.457603689532
414.958910186633	283.551890657631
66.3168942156968	423.505494562091
503.880412132542	357.159670981488
373.506524240143	53.0774846478965
142.374640786409	436.12148036165
174.335503661642	476.587153221938
406.038984331427	351.969552547778
234.684493027247	132.934634467712
496.546543324038	159.880124744504
164.572376326556	354.011613948616
225.371140578131	222.277724630762
372.809253230699	519.230791479223
390.613128401442	149.478860269165
227.111406025471	200.029572055704
608.57211195027	318.006067394758
573.708889572365	319.750691003593
490.83573015981	175.270028889498
286.009597689011	519.053739885462
211.833985374232	437.449340246616
269.088426508606	413.232289658485
356.481303489802	289.071530362227
350.30589473534	192.021357601436
550.545665868681	224.800921088091
610.280333122494	315.362743013499
329.379658534124	321.116940108986
378.877275027833	427.387780072134
600.780245054223	378.438847590866
437.085957688269	308.705531275417
75.7685034069662	323.694582080496
326.950969800596	403.458546433328
413.27224220671	505.589110408199
335.760264063499	545.639074329415
242.053469890502	401.19249912155
466.170278398278	68.360226070872
438.042334723566	304.543175732145
526.004954896936	354.812394054309
303.219619945939	553.979305113077
99.7593957834698	293.044895770858
184.794166083409	202.18708184456
145.171707617835	342.353913714971
542.240730750385	366.645490153411
216.164841324103	516.78284810723
74.7864713908061	273.476992583615
430.439052285749	96.9861592043637
357.357932551947	171.904729461204
314.310136561845	127.201986330093
166.794000243939	447.27611492403
235.275637437811	194.620877680925
536.269185351956	67.3619411188046
467.384361584065	364.911342806897
347.813885627794	268.28777934949
320.652265992957	251.197188509343
598.879352752195	148.841662720019
297.034498012078	594.268079127986
498.887908457392	211.779152456865
303.18237049709	485.83680872702
475.56649440124	411.526560492364
239.080310499781	293.949458161284
491.402714831018	271.868772246715
307.862082579477	617.771985029182
593.404168074767	528.594470243186
588.070520847112	270.663514172502
291.808808689001	501.092054303465
377.978365782796	229.428065770263
216.507367756667	360.051809743378
559.484032708914	191.857211691454
540.343538248692	426.32772862001
140.862870242901	479.256237350825
456.574610971145	522.625616420663
93.2735746560617	295.619932695156
81.4700891247383	629.733481209522
187.68637845828	529.439036194717
594.401087509328	292.852184256982
267.598777143895	345.388088628306
125.923012890055	185.673154934588
294.46954085791	617.771985029182
265.235998622961	458.893859050801
353.278217899355	472.456660476827
403.755190407479	118.06179526121
120.2656586444	397.157774006735
467.718922769899	78.1733511238186
285.143085304911	71.2362712066352
512.489375478068	170.602844727391
529.287162444902	537.065918005061
633.057759794615	590.519204003513
611.413594507218	224.53671492452
125.964423996313	111.470927047553
158.440730243996	235.137027719342
636.451221455039	248.711446817579
459.132817337537	361.109923465483
280.234848127673	392.709664070295
391.676626955973	539.636045853373
507.78464847794	111.833341161693
605.984652625295	401.950189906186
415.963977854074	247.692252609178
399.497539853688	469.651570570193
240.217394384691	581.381923545036
73.276302916764	579.277401333574
308.1681326783	109.475363852909
363.086037800285	140.875917666468
481.058589422709	498.993767697848
335.099608657017	364.909618823417
324.567493453777	258.013946898734
622.329780254976	329.167129475089
235.603194531774	439.033060690565
309.608132253952	423.505494562091
121.359632880578	363.977764927269
180.729358557057	315.330288032556
275.591529662152	203.37844029986
388.697270587249	56.5552594216922
58.754942577606	249.636420125385
118.305002519136	534.997122984753
158.194141521007	319.63533154507
144.543078140115	409.704997328005
368.621476531065	292.825792743445
442.088675850812	529.439036194717
216.861327357406	266.01797992243
493.336356826134	465.893134161771
510.004794609466	185.519082389874
349.565884661666	308.242632440789
583.790919158424	100.194655269631
568.852397436488	157.885488457522
261.577492180218	567.473887754397
364.983665656849	263.828760928969
284.476659490672	373.359422702348
275.276987076934	51.2208324681498
467.718922769899	101.263331543636
195.720630220059	148.3175458461
274.323911364307	129.895957890507
611.413594507218	327.370996901307
210.159644477897	377.251440651077
411.180122458256	195.448957957587
425.697763085025	380.306008979319
172.839855543359	529.985134746518
323.812505740288	345.16737364236
591.894048984327	607.460659931353
254.899806473759	515.06928843987
246.796384207614	244.652161587776
231.613593031179	282.109001493213
118.079450293851	261.066930300735
384.39468162791	260.749422881322
368.261273835059	624.826857282291
458.888036003311	407.468810663288
305.98857284256	171.003552353531
318.111271277651	269.953934310675
550.79921657513	607.831933606217
243.036117646363	198.149385571503
107.456418828663	380.149999337446
589.027115557649	637.235213730908
68.6389571877435	314.100627962166
454.931651235775	159.327881720106
629.914693754564	268.848157130157
155.00683284391	567.473887754397
