"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Rpn1"	2.51424597888063e-149	-0.474147764238806	0.292	0.547	4.29760065170066e-145	"0"	"Rpn1"
"Cyb5b"	1.27846430666508e-148	-0.413684528117649	0.19	0.428	2.18527903938262e-144	"0"	"Cyb5b"
"Krtcap2"	1.43441163613344e-148	-0.456729988870741	0.635	0.835	2.45183980964288e-144	"0"	"Krtcap2"
"Hmgn1"	3.70678872962582e-147	0.460835545892026	0.792	0.67	6.33601397554941e-143	"0"	"Hmgn1"
"Pmm2"	1.77144934209773e-146	-0.404931486960343	0.161	0.387	3.02793836044765e-142	"0"	"Pmm2"
"Epb41l4aos"	2.62003169008493e-145	0.639615858136296	0.461	0.328	4.47842016786218e-141	"0"	"Epb41l4aos"
"Snhg4"	3.95817904146991e-145	0.613772221627717	0.46	0.316	6.76571543558452e-141	"0"	"Snhg4"
"Idi1"	8.16970620430173e-145	-0.37975334632946	0.156	0.381	1.39644788150129e-140	"0"	"Idi1"
"Ndufa11"	1.17996051898643e-144	-0.388277572949013	0.75	0.887	2.01690651510351e-140	"0"	"Ndufa11"
"Cisd1"	9.29309876503226e-143	-0.426779220426454	0.419	0.666	1.58846937190696e-138	"0"	"Cisd1"
"Ebp"	1.00150844542468e-142	-0.373529185433882	0.326	0.583	1.71187838576441e-138	"0"	"Ebp"
"Arid5b"	1.08990881774591e-142	0.58445895421904	0.336	0.192	1.86298114217308e-138	"0"	"Arid5b"
"Arl6ip1"	2.10065609349476e-142	-0.669799068314619	0.441	0.642	3.59065146061059e-138	"0"	"Arl6ip1"
"Tmem167"	4.97578157581443e-142	-0.386259847939739	0.364	0.63	8.5051034475396e-138	"0"	"Tmem167"
"Sh3bgrl3"	1.35096010433971e-141	-0.648391249104216	0.546	0.763	2.30919610634786e-137	"0"	"Sh3bgrl3"
"Ndufb7"	1.89698412402809e-141	-0.375992293393857	0.757	0.892	3.24251496320122e-137	"0"	"Ndufb7"
"1810037I17Rik"	2.77958142543992e-140	-0.391580024997798	0.468	0.717	4.75113853050445e-136	"0"	"1810037I17Rik"
"Mrpl20"	2.75868626412605e-139	-0.39549204838914	0.475	0.713	4.71542243127066e-135	"0"	"Mrpl20"
"Tram1"	3.04873590911605e-139	-0.380990221406605	0.103	0.302	5.21120428945206e-135	"0"	"Tram1"
"Cope"	1.56224114675966e-138	-0.437422048492572	0.547	0.777	2.67033879215629e-134	"0"	"Cope"
"D8Ertd738e"	3.4176624327324e-137	-0.376259279168561	0.608	0.825	5.84181039626949e-133	"0"	"D8Ertd738e"
"Tsta3"	2.34185117709334e-136	-0.468442465996348	0.349	0.601	4.00292621700565e-132	"0"	"Tsta3"
"Pdia3"	1.45629274085988e-135	-0.543935061971581	0.575	0.784	2.4892411819518e-131	"0"	"Pdia3"
"Mrpl57"	1.48836817200765e-135	-0.375690098697961	0.54	0.771	2.54406771641267e-131	"0"	"Mrpl57"
"Krt19"	6.02225217210073e-135	-0.718539473766692	0.93	0.921	1.02938356377718e-130	"0"	"Krt19"
"Ddost"	6.26626274620125e-135	-0.419173066777757	0.391	0.643	1.07109229120818e-130	"0"	"Ddost"
"Hdlbp"	4.31186170507437e-134	-0.478581577285103	0.307	0.553	7.37026521248363e-130	"0"	"Hdlbp"
"Dgat1"	3.542629876872e-133	-0.500163325517758	0.189	0.402	6.05541724853731e-129	"0"	"Dgat1"
"Dstn"	1.6503533488285e-132	-0.416878882833597	0.808	0.913	2.82094897915255e-128	"0"	"Dstn"
"2200002D01Rik"	2.38122552204954e-132	-0.810962291862434	0.42	0.618	4.07022878483927e-128	"0"	"2200002D01Rik"
"Sdc4"	2.38713830874214e-131	0.590957805526653	0.585	0.485	4.08033551113294e-127	"0"	"Sdc4"
"Mapk3"	9.62862141885387e-131	-0.385107542829682	0.319	0.572	1.64582025912469e-126	"0"	"Mapk3"
"Txndc17"	1.22741750875329e-130	-0.407875864557883	0.619	0.811	2.098024747712e-126	"0"	"Txndc17"
"Ssr1"	3.40160383191681e-130	-0.374452975347939	0.15	0.357	5.8143614298954e-126	"0"	"Ssr1"
"Atp6v0b"	5.11637479406484e-130	-0.421341603600369	0.361	0.614	8.74541943549502e-126	"0"	"Atp6v0b"
"Maoa"	2.33989281525679e-128	-0.398076611399816	0.131	0.328	3.99957878911843e-124	"0"	"Maoa"
"Tpd52"	2.99323929481077e-128	-0.541327372279274	0.512	0.739	5.11634392662005e-124	"0"	"Tpd52"
"Phlda1"	7.38436772797026e-128	0.568937178431064	0.34	0.196	1.26220997574196e-123	"0"	"Phlda1"
"Mif"	1.50284734616118e-126	0.388626613213666	0.89	0.831	2.5688169687933e-122	"0"	"Mif"
"Prpsap1"	1.67774212123372e-126	-0.418234434359812	0.238	0.458	2.86776460782479e-122	"0"	"Prpsap1"
"Kif5b"	9.39306517552709e-126	-0.383133595664896	0.408	0.654	1.60555663045285e-121	"0"	"Kif5b"
"Axin2"	1.10427888788928e-125	0.503202602408604	0.279	0.148	1.88754390306915e-121	"0"	"Axin2"
"Gmds"	2.86682231430387e-123	-0.385349978791271	0.63	0.821	4.90025938183961e-119	"0"	"Gmds"
"Smim22"	7.84700862022483e-123	-0.4483984116632	0.379	0.619	1.34128918345503e-118	"0"	"Smim22"
"Ndufv3"	1.35698746995087e-122	-0.372006946193235	0.645	0.832	2.31949868238702e-118	"0"	"Ndufv3"
"Atp6v0c"	1.96845284289164e-122	-0.387784739161505	0.554	0.779	3.36467644435469e-118	"0"	"Atp6v0c"
"Rpn2"	6.16256685926789e-122	-0.391140976982252	0.331	0.576	1.05336755325466e-117	"0"	"Rpn2"
"Arpc5"	9.13765235791564e-122	-0.387613457877096	0.347	0.59	1.56189891753852e-117	"0"	"Arpc5"
"Tyms"	1.32748324389145e-116	-0.418570619282924	0.255	0.459	2.26906710878366e-112	"0"	"Tyms"
"Tmbim6"	4.7147114253625e-116	-0.370268552712051	0.645	0.836	8.05885623937212e-112	"0"	"Tmbim6"
"Tmbim4"	6.4365372436197e-116	-0.381602374900492	0.315	0.549	1.10019731105191e-111	"0"	"Tmbim4"
"C1galt1c1"	1.55061614530311e-115	-0.395416393581675	0.088	0.255	2.6504681771666e-111	"0"	"C1galt1c1"
"Myo1a"	4.30037143235199e-115	-0.380778392132877	0.144	0.333	7.35062488931925e-111	"0"	"Myo1a"
"Gapdh"	5.61426631016617e-115	-0.418105711012196	0.86	0.924	9.59646540396703e-111	"0"	"Gapdh"
"Slc50a1"	6.79222886958114e-115	-0.405665867328022	0.214	0.425	1.1609956806775e-110	"0"	"Slc50a1"
"Arf4"	6.80929280591758e-115	-0.400668804013623	0.416	0.653	1.16391241931549e-110	"0"	"Arf4"
"Cyc1"	1.42411202700409e-112	-0.373647952113005	0.828	0.883	2.43423468775809e-108	"0"	"Cyc1"
"Dhrs4"	3.40169612440897e-110	0.486099485290514	0.745	0.692	5.81451918545225e-106	"0"	"Dhrs4"
"S100a1"	1.31731583458971e-109	-0.414005034681841	0.136	0.319	2.2516879560642e-105	"0"	"S100a1"
"Sult1b1"	1.24430248743656e-108	-0.424596712336722	0.133	0.309	2.12688624177531e-104	"0"	"Sult1b1"
"Tff3"	6.04184736799053e-106	-3.48151804576643	0.6	0.737	1.03273297061062e-101	"0"	"Tff3"
"Prxl2b"	1.0421703994307e-105	-0.400445694524794	0.252	0.454	1.78138186374689e-101	"0"	"Prxl2b"
"Tmed3"	3.82271809930272e-105	-0.462839631565594	0.243	0.444	6.53417204713815e-101	"0"	"Tmed3"
"Sec11c"	6.48422335032511e-104	-0.487841146013244	0.569	0.765	1.10834829727107e-99	"0"	"Sec11c"
"Hopx"	2.61069985405441e-103	0.422720056115961	0.642	0.569	4.46246926053521e-99	"0"	"Hopx"
"Ppa1"	8.30433301833514e-103	-0.371846303878687	0.682	0.823	1.41945964282403e-98	"0"	"Ppa1"
"Hist1h1e"	2.75414859974075e-102	-0.425771099298241	0.219	0.408	4.70766620153686e-98	"0"	"Hist1h1e"
"Cyba"	3.94126591206856e-101	0.573090678125853	0.611	0.533	6.7368058234988e-97	"0"	"Cyba"
"Glrx"	4.18719071058414e-101	0.556957619253188	0.56	0.495	7.15716508160148e-97	"0"	"Glrx"
"Kcne3"	1.38574239002131e-100	0.530326847831579	0.585	0.5	2.36864946726343e-96	"0"	"Kcne3"
"Cd320"	3.0037820541736e-100	0.512486164724779	0.349	0.233	5.13436466519894e-96	"0"	"Cd320"
"Cdk6"	2.49102978262507e-99	0.491079375325506	0.265	0.151	4.25791720744103e-95	"0"	"Cdk6"
"Clca4b"	2.93767609627669e-97	0.552381768128026	0.288	0.175	5.02136975136574e-93	"0"	"Clca4b"
"Muc13"	5.14244181754684e-95	-0.416629890661807	0.53	0.735	8.78997579873281e-91	"0"	"Muc13"
"H2-Aa"	9.38767368389692e-95	0.692982953066715	0.345	0.222	1.6046350627885e-90	"0"	"H2-Aa"
"Khk"	1.5875896745833e-94	-0.477033268642882	0.2	0.374	2.71366703076523e-90	"0"	"Khk"
"Sypl"	7.21462718703189e-94	0.469915954066599	0.675	0.653	1.23319622507936e-89	"0"	"Sypl"
"Hist1h2ae"	6.55196921323799e-93	-0.374384723854392	0.183	0.356	1.11992809761877e-88	"0"	"Hist1h2ae"
"Pkm"	7.532267945453e-93	-0.428437286385781	0.465	0.666	1.28749055991628e-88	"0"	"Pkm"
"Fxyd3"	4.56402628455697e-92	-1.05451879338988	0.335	0.485	7.80129012819323e-88	"0"	"Fxyd3"
"Efna4"	3.02627869081732e-88	0.453194242434374	0.267	0.16	5.17281816621404e-84	"0"	"Efna4"
"Agr2"	1.49207364753774e-86	-3.88269637681302	0.525	0.66	2.55040148573626e-82	"0"	"Agr2"
"Gpx1"	1.16483106066709e-85	-0.4872666087458	0.829	0.889	1.99104573199826e-81	"0"	"Gpx1"
"Akr1c13"	2.2440357782501e-85	-0.372938429847129	0.259	0.441	3.8357303557629e-81	"0"	"Akr1c13"
"Zfp36l2"	4.03505023602916e-85	0.490205905140254	0.508	0.427	6.89711136844465e-81	"0"	"Zfp36l2"
"Sox9"	3.8962304638029e-81	0.449352199157749	0.321	0.213	6.65982673177829e-77	"0"	"Sox9"
"Tspan1"	3.54845358676929e-79	-0.432297721639155	0.237	0.407	6.06537171586476e-75	"0"	"Tspan1"
"Reg3g"	3.76043580457518e-78	-1.349939971133	0.234	0.394	6.42771292076035e-74	"0"	"Reg3g"
"Cda"	3.75834431414291e-77	-0.519845307249765	0.457	0.616	6.42413793616447e-73	"0"	"Cda"
"Ivns1abp"	4.62256489679249e-74	0.480457432718956	0.569	0.534	7.90135017808741e-70	"0"	"Ivns1abp"
"Neat1"	2.89647955509488e-73	-0.481523038258693	0.137	0.276	4.95095250352368e-69	"0"	"Neat1"
"Ppp1r1b"	4.66792767756225e-72	0.411452851201404	0.655	0.618	7.97888877925715e-68	"0"	"Ppp1r1b"
"Gas6"	1.62433910227025e-66	0.441965665769493	0.274	0.183	2.77648282751054e-62	"0"	"Gas6"
"Spink4"	1.53155796183228e-63	-3.90540055103143	0.8	0.885	2.61789202415992e-59	"0"	"Spink4"
"Hes1"	2.85581655496047e-61	0.546129415497643	0.405	0.333	4.88144723739393e-57	"0"	"Hes1"
"Aldob"	2.11970446873457e-60	-0.50706592404868	0.516	0.65	3.623210848408e-56	"0"	"Aldob"
"Defa30"	7.80253601129462e-59	-2.19859982567999	0.956	0.957	1.33368748041059e-54	"0"	"Defa30"
"AW112010"	1.55460862302447e-56	-0.660551878427534	0.172	0.297	2.65729251933573e-52	"0"	"AW112010"
"Nrtn"	3.68883965704079e-56	0.375521060289793	0.263	0.177	6.30533362577983e-52	"0"	"Nrtn"
"Cdo1"	5.27563214252785e-56	0.403814754222457	0.299	0.216	9.01763802122285e-52	"0"	"Cdo1"
"Nsa2"	1.05016114588286e-55	0.410307828378732	0.593	0.581	1.79504044665757e-51	"0"	"Nsa2"
"Paics"	1.61822798465768e-55	0.37249509294191	0.272	0.189	2.76603709417537e-51	"0"	"Paics"
"Gm14851"	5.82298198541502e-55	-1.99350429254931	0.857	0.852	9.9532231076699e-51	"0"	"Gm14851"
"Cct4"	1.29956386735827e-54	0.371572725311643	0.619	0.607	2.22134451847549e-50	"0"	"Cct4"
"App"	4.07944341153581e-54	0.450780199012981	0.4	0.33	6.97299262333817e-50	"0"	"App"
"Utrn"	5.02370396937847e-54	0.381087161307977	0.266	0.182	8.58701719485861e-50	"0"	"Utrn"
"Txnip"	4.04607416298428e-48	0.402343598554087	0.502	0.46	6.91595456678903e-44	"0"	"Txnip"
"Hook1"	2.04314222340062e-44	0.429427865781813	0.49	0.456	3.49234300245868e-40	"0"	"Hook1"
"Stard10"	2.44555568983652e-44	-0.393789191607783	0.686	0.826	4.18018834063757e-40	"0"	"Stard10"
"Defa17"	2.04625226041455e-42	-1.13201304261578	0.167	0.271	3.49765898872659e-38	"0"	"Defa17"
"Sdsl"	2.18512712760249e-42	0.403013081339585	0.476	0.445	3.73503779921094e-38	"0"	"Sdsl"
"H2-Ab1"	5.7503674349095e-42	0.535626356132177	0.407	0.348	9.82910305649081e-38	"0"	"H2-Ab1"
"Nedd4"	1.09461736020736e-40	0.382604429424814	0.493	0.464	1.87102945380244e-36	"0"	"Nedd4"
"Snhg8"	2.22787138598495e-40	0.376804098049456	0.524	0.508	3.80810056006408e-36	"0"	"Snhg8"
"Grb7"	1.48162083666427e-35	0.371870402000007	0.313	0.257	2.53253449611023e-31	"0"	"Grb7"
"AY761184"	6.8281183398003e-34	-2.07732695957571	0.863	0.88	1.16713026782207e-29	"0"	"AY761184"
"Nlrp6"	1.67469896245713e-33	0.373926056055311	0.354	0.307	2.86256293652797e-29	"0"	"Nlrp6"
"Plac8"	4.8034941459887e-33	-0.493273124497317	0.891	0.931	8.21061254373848e-29	"0"	"Plac8"
"Prap1"	9.18144067812578e-32	-0.515962830616138	0.785	0.787	1.56938365511204e-27	"0"	"Prap1"
"Reg3b"	2.64589429141139e-30	-1.35916089633876	0.189	0.277	4.52262711230949e-26	"0"	"Reg3b"
"Defa24"	3.57584404609885e-29	-2.55205296432003	0.997	0.997	6.11219022799676e-25	"0"	"Defa24"
"Zg16"	1.65161559551695e-25	-4.77189633297093	0.677	0.79	2.82310653741713e-21	"0"	"Zg16"
"Tubb5"	4.01620813870539e-20	-0.391617086636414	0.63	0.652	6.86490457148913e-16	"0"	"Tubb5"
"Itln1"	1.54424401339043e-16	-2.66554962521547	0.419	0.502	2.63957629208827e-12	"0"	"Itln1"
"Ifi27l2b"	1.63258164740556e-09	-0.49203349454347	0.57	0.649	2.79057180991033e-05	"0"	"Ifi27l2b"
"Lyz1"	1.55863439744708e-07	-2.57254363058018	0.42	0.489	0.00266417377555629	"0"	"Lyz1"
"Cd24a"	2.40711501678855e-06	-0.545006868285935	0.458	0.527	0.0411448169819666	"0"	"Cd24a"
"Defa29"	3.20288034236124e-06	-1.60972720993001	0.512	0.525	0.0547468336919807	"0"	"Defa29"
"Defa22"	0.000152798332948258	-1.62409037667698	0.475	0.498	1	"0"	"Defa22"
"Defa21"	0.000179774917835196	-1.5828243335849	0.496	0.52	1	"0"	"Defa21"
"Ube2c.1"	0	1.7460694768657	0.821	0.338	0	"1"	"Ube2c"
"Hmgb2.1"	0	1.52312504911719	0.988	0.65	0	"1"	"Hmgb2"
"Cenpa.1"	0	1.41064060466967	0.793	0.204	0	"1"	"Cenpa"
"Cks2.1"	0	1.29545389827447	0.856	0.406	0	"1"	"Cks2"
"Birc5.1"	0	1.29525463100932	0.879	0.317	0	"1"	"Birc5"
"H2afx.1"	0	1.24626765291794	0.784	0.381	0	"1"	"H2afx"
"Tubb4b.1"	0	1.22192612727104	0.966	0.726	0	"1"	"Tubb4b"
"Cenpf.1"	0	1.21569178832568	0.637	0.161	0	"1"	"Cenpf"
"Tubb5.1"	0	1.20446213926295	0.913	0.598	0	"1"	"Tubb5"
"Ccnb2.1"	0	1.1735726047754	0.749	0.219	0	"1"	"Ccnb2"
"Cdca3.1"	0	1.12595537846385	0.797	0.283	0	"1"	"Cdca3"
"Cdca8.1"	0	1.10332779699135	0.75	0.249	0	"1"	"Cdca8"
"Cdc20.1"	0	1.09614312020978	0.649	0.147	0	"1"	"Cdc20"
"Arl6ip1.1"	0	1.01884646542419	0.803	0.573	0	"1"	"Arl6ip1"
"Ube2s.1"	0	1.01559811526605	0.927	0.632	0	"1"	"Ube2s"
"Ccdc34"	0	1.00153707431602	0.929	0.61	0	"1"	"Ccdc34"
"Hmgb1"	0	0.948540916149267	0.983	0.866	0	"1"	"Hmgb1"
"Stmn1"	0	0.943759519920996	0.975	0.696	0	"1"	"Stmn1"
"Nucks1"	0	0.928846248638824	0.886	0.583	0	"1"	"Nucks1"
"Top2a.1"	0	0.898187766041747	0.593	0.264	0	"1"	"Top2a"
"Nusap1"	0	0.883786040348329	0.499	0.145	0	"1"	"Nusap1"
"Cdkn3.1"	0	0.880411585844038	0.569	0.149	0	"1"	"Cdkn3"
"H2afz.1"	0	0.845744819115609	0.997	0.941	0	"1"	"H2afz"
"Tuba1b.1"	0	0.829164895073013	0.742	0.385	0	"1"	"Tuba1b"
"Spc24.1"	0	0.827626768491817	0.707	0.316	0	"1"	"Spc24"
"Prc1"	0	0.827305903321557	0.469	0.153	0	"1"	"Prc1"
"Cdk1.1"	0	0.82439332500582	0.579	0.247	0	"1"	"Cdk1"
"Ptma"	0	0.805098691113177	1	0.985	0	"1"	"Ptma"
"Ifitm3.1"	0	0.8008012340979	0.851	0.555	0	"1"	"Ifitm3"
"Ccnb1"	0	0.78022387464773	0.474	0.107	0	"1"	"Ccnb1"
"Ran"	0	0.761352714693334	0.983	0.859	0	"1"	"Ran"
"Selenoh"	0	0.748614440259999	0.787	0.449	0	"1"	"Selenoh"
"Smc4.1"	0	0.739463839459326	0.61	0.272	0	"1"	"Smc4"
"Knstrn"	0	0.729474251759811	0.499	0.145	0	"1"	"Knstrn"
"Hmgb3"	0	0.70704988504981	0.793	0.486	0	"1"	"Hmgb3"
"Pbk.1"	0	0.687445962589561	0.514	0.189	0	"1"	"Pbk"
"Ccna2"	0	0.680385089251555	0.476	0.15	0	"1"	"Ccna2"
"Aurka"	0	0.666111797068176	0.423	0.122	0	"1"	"Aurka"
"Hmmr"	0	0.654894370797389	0.397	0.098	0	"1"	"Hmmr"
"Anp32b"	0	0.64834149722937	0.95	0.764	0	"1"	"Anp32b"
"Jaml.1"	0	0.628265241200317	0.814	0.473	0	"1"	"Jaml"
"Cks1b.1"	0	0.625566652454123	0.53	0.234	0	"1"	"Cks1b"
"Lsm2"	0	0.622789869774734	0.776	0.483	0	"1"	"Lsm2"
"Smc2.1"	0	0.621781906417074	0.541	0.246	0	"1"	"Smc2"
"Rnaseh2c"	0	0.607915429494192	0.862	0.618	0	"1"	"Rnaseh2c"
"Lockd"	0	0.607324986820646	0.424	0.127	0	"1"	"Lockd"
"Olfm4.1"	0	0.594315794173332	0.948	0.608	0	"1"	"Olfm4"
"H2afv"	0	0.592479427397273	0.973	0.886	0	"1"	"H2afv"
"Nhp2"	0	0.588557018735248	0.9	0.678	0	"1"	"Nhp2"
"Cenpw.1"	0	0.585798030783491	0.589	0.29	0	"1"	"Cenpw"
"Mki67"	0	0.579047282321895	0.422	0.165	0	"1"	"Mki67"
"Plk1"	0	0.531539908477988	0.342	0.093	0	"1"	"Plk1"
"Snrpg"	0	0.525313004357369	0.978	0.88	0	"1"	"Snrpg"
"Cenpe"	0	0.522206599128313	0.339	0.088	0	"1"	"Cenpe"
"Knl1"	0	0.508901657954124	0.338	0.106	0	"1"	"Knl1"
"Racgap1"	0	0.508425492867845	0.337	0.096	0	"1"	"Racgap1"
"Aurkb"	0	0.49744062930542	0.364	0.129	0	"1"	"Aurkb"
"Kif22"	0	0.455127127762182	0.319	0.089	0	"1"	"Kif22"
"Tacc3"	0	0.44377415863505	0.343	0.113	0	"1"	"Tacc3"
"H3f3b"	0	0.431424141229557	0.995	0.984	0	"1"	"H3f3b"
"Ppia"	0	0.419201412956388	0.999	0.992	0	"1"	"Ppia"
"Sapcd2"	0	0.391704993251334	0.258	0.055	0	"1"	"Sapcd2"
"Lgals4.1"	0	-0.681919556767321	0.995	0.988	0	"1"	"Lgals4"
"Ifitm2.1"	1.04416635325888e-305	0.506594028386471	0.962	0.846	1.7847935476254e-301	"1"	"Ifitm2"
"Tpx2"	1.31809518022351e-305	0.382728370268613	0.267	0.074	2.25302009155605e-301	"1"	"Tpx2"
"Kif11"	3.23975258918314e-302	0.460025863934361	0.315	0.102	5.53770910069075e-298	"1"	"Kif11"
"Kif23"	3.74649360884782e-301	0.455679310714552	0.315	0.102	6.40388152560358e-297	"1"	"Kif23"
"Dbf4"	6.2838517930096e-299	0.453843884187105	0.346	0.121	1.07409878697913e-294	"1"	"Dbf4"
"Lsm4"	4.42919481989513e-298	0.52242583450049	0.93	0.773	7.57082270564674e-294	"1"	"Lsm4"
"Snrpd1"	2.02477240928004e-296	0.54419278132169	0.92	0.711	3.46094347918238e-292	"1"	"Snrpd1"
"Sgo1"	1.11505339865459e-293	0.429025945670485	0.301	0.096	1.90596077432028e-289	"1"	"Sgo1"
"Ddx39b"	1.23222452117291e-293	0.567586238319877	0.855	0.634	2.10624137404086e-289	"1"	"Ddx39b"
"Jpt1.1"	6.56359725488585e-286	0.56348921259827	0.919	0.811	1.12191567877764e-281	"1"	"Jpt1"
"Selenom.1"	5.59929055824351e-284	-2.3250412099611	0.132	0.397	9.57086735120564e-280	"1"	"Selenom"
"Snrpe"	8.57542680722526e-284	0.484447885925386	0.946	0.815	1.46579770415901e-279	"1"	"Snrpe"
"Nde1"	3.14450184289873e-283	0.380711212727503	0.273	0.082	5.3748970000668e-279	"1"	"Nde1"
"Tuba1c.1"	9.71456377872213e-283	0.553598584698684	0.481	0.223	1.66051038669697e-278	"1"	"Tuba1c"
"Npm1.1"	1.32017901268798e-280	0.445218185036903	0.987	0.905	2.25658198638756e-276	"1"	"Npm1"
"Anp32e"	1.3689858454908e-280	0.54421233696124	0.594	0.317	2.34000750569743e-276	"1"	"Anp32e"
"Mif.1"	1.1088276602992e-275	0.484645384129688	0.951	0.819	1.89531911974942e-271	"1"	"Mif"
"Kif20b"	9.62113181377787e-274	0.400399750373785	0.266	0.08	1.64454006092905e-269	"1"	"Kif20b"
"Aldoa"	5.34681956830045e-263	-0.764303530722805	0.549	0.725	9.13931868809595e-259	"1"	"Aldoa"
"Snrpf"	5.28124712135742e-257	0.485323968349693	0.922	0.765	9.02723570453624e-253	"1"	"Snrpf"
"Set"	1.03056837977148e-255	0.523735034069737	0.91	0.733	1.76155053154338e-251	"1"	"Set"
"Nup37"	1.7819424459085e-255	0.427517015381406	0.369	0.148	3.0458742227914e-251	"1"	"Nup37"
"Aldh1b1"	3.71655941066754e-255	0.49217972231773	0.939	0.796	6.35271500065402e-251	"1"	"Aldh1b1"
"Hmgn2"	2.79278678248232e-254	0.530637411305162	0.583	0.317	4.77371044729703e-250	"1"	"Hmgn2"
"Lsm3"	4.87382886334478e-251	0.517177349648524	0.698	0.423	8.33083567611523e-247	"1"	"Lsm3"
"Eldr"	7.709540505329e-245	0.448446926553995	0.385	0.162	1.31779175857589e-240	"1"	"Eldr"
"Ranbp1"	1.1051360148282e-244	0.466815026117892	0.941	0.76	1.88900899014584e-240	"1"	"Ranbp1"
"Incenp"	1.72521465556506e-244	0.42151086039635	0.326	0.123	2.94890941075736e-240	"1"	"Incenp"
"Hspe1"	5.45808810404383e-244	0.443957975315783	0.978	0.889	9.32950999624211e-240	"1"	"Hspe1"
"1700097N02Rik"	5.01714969048896e-241	0.452296341222751	0.393	0.169	8.57581396595278e-237	"1"	"1700097N02Rik"
"Lsm5"	1.8430128858692e-237	0.507964888446793	0.74	0.484	3.15026192581622e-233	"1"	"Lsm5"
"Hnrnpa1"	1.03780968825984e-234	0.484326392498292	0.823	0.604	1.77392810014254e-230	"1"	"Hnrnpa1"
"Spc25"	3.16869815889075e-233	0.403749551096394	0.305	0.113	5.41625576299196e-229	"1"	"Spc25"
"Cenpm"	4.05970690183518e-231	0.4671874463252	0.411	0.186	6.93925700730688e-227	"1"	"Cenpm"
"Ncl"	1.28684656568794e-228	0.506090035812012	0.92	0.77	2.19960683473039e-224	"1"	"Ncl"
"Ascl2.1"	7.6207623758297e-227	0.435329017185051	0.462	0.215	1.30261691290057e-222	"1"	"Ascl2"
"Ckap5"	4.1967662230404e-226	0.382881591172352	0.303	0.114	7.17353250504295e-222	"1"	"Ckap5"
"Cd81.1"	1.53902840439994e-225	0.466403238830155	0.91	0.739	2.63066125164081e-221	"1"	"Cd81"
"Lmnb1"	3.85996138515399e-222	0.492973927929446	0.497	0.255	6.59783199564372e-218	"1"	"Lmnb1"
"Cdo1.1"	1.33467458085353e-219	0.410064551126896	0.42	0.193	2.28135926105294e-215	"1"	"Cdo1"
"Hist1h2ap.1"	5.0537445799453e-219	0.645566051962113	0.525	0.283	8.6383656105005e-215	"1"	"Hist1h2ap"
"Cmss1"	1.15126697502049e-215	0.410309342174414	0.419	0.197	1.96786064040253e-211	"1"	"Cmss1"
"Ddx39"	5.01562397951845e-213	0.490600176315895	0.782	0.556	8.57320606819088e-209	"1"	"Ddx39"
"Srsf3"	8.73993302169278e-212	0.449547660991246	0.914	0.758	1.49391675139795e-207	"1"	"Srsf3"
"Tff3.1"	2.40693125349575e-210	-3.77214797073605	0.626	0.732	4.11416759160029e-206	"1"	"Tff3"
"Rangrf"	1.2879922692076e-209	0.485076488741831	0.661	0.413	2.20156518575655e-205	"1"	"Rangrf"
"Exosc8"	4.94536665564775e-209	0.454764484239467	0.582	0.33	8.4531152244987e-205	"1"	"Exosc8"
"Kcne3.1"	5.3104413672873e-209	0.487755658627055	0.723	0.474	9.07713742910418e-205	"1"	"Kcne3"
"Lyar"	5.74201397444165e-209	0.471697000504996	0.644	0.395	9.81482448651311e-205	"1"	"Lyar"
"Cenpv"	1.94845983321161e-207	0.446344729073394	0.889	0.717	3.3305023929086e-203	"1"	"Cenpv"
"St3gal4.1"	3.36403539029466e-207	-0.884945154763146	0.052	0.271	5.75014569263066e-203	"1"	"St3gal4"
"Clca3b.1"	1.73453967902193e-204	0.491653442722523	0.691	0.427	2.96484867335218e-200	"1"	"Clca3b"
"Plac8.1"	3.55217917452069e-204	-0.825129318391299	0.914	0.926	6.07173986300821e-200	"1"	"Plac8"
"Serbp1"	2.79084717242945e-203	0.372112264344822	0.962	0.89	4.77039507183366e-199	"1"	"Serbp1"
"Srsf7"	1.71281769620634e-202	0.456085418727806	0.865	0.668	2.92771928812549e-198	"1"	"Srsf7"
"Hmgn1.1"	2.35063753444608e-202	0.425065717254769	0.883	0.653	4.01794473762868e-198	"1"	"Hmgn1"
"Sae1"	8.93738189478001e-201	0.463380870931372	0.596	0.35	1.52766668727475e-196	"1"	"Sae1"
"Gpx2"	3.04896828663141e-200	0.410070846751217	0.97	0.888	5.21160149233907e-196	"1"	"Gpx2"
"Cbx3"	3.20599213209168e-196	0.474105502352561	0.745	0.517	5.48000235138431e-192	"1"	"Cbx3"
"Guca2a.1"	5.2021463572613e-192	-2.80595256093803	0.172	0.378	8.89202876846675e-188	"1"	"Guca2a"
"Spink4.1"	2.1444520234289e-191	-4.23560707412709	0.852	0.875	3.66551184364701e-187	"1"	"Spink4"
"Reep4"	3.43028108931509e-191	0.383795601639679	0.367	0.167	5.86337946596628e-187	"1"	"Reep4"
"Fgfbp1"	2.18041097017011e-190	0.461992652704138	0.582	0.338	3.72697647131177e-186	"1"	"Fgfbp1"
"Tmpo"	3.40487211424485e-190	0.452128451677573	0.528	0.296	5.81994790487873e-186	"1"	"Tmpo"
