"cv"	"cv"
73.9171534248681	74.7269659741706
138.149068043532	132.518852211739
115.356582728315	106.713542039363
266.225172906764	267.289855007781
263.601649073529	257.104105201139
398.591550669082	312.556722151322
3519.94318135961	2930.87017795057
343.847375692469	280.467294247498
1044.3104688615	726.284430114383
179.614159558127	157.13904419607
2487.97024926501	2930.87017795057
874.63845519283	777.351202337072
387.448052911427	337.01163436881
1240.96451687735	1103.88470347289
903.691942879432	721.701643315555
192.253353697099	158.650856039256
102.897056523383	88.2147240836652
227.756708271784	212.199009376622
180.339716147052	155.096335065844
490.556896892152	484.752539668184
192.340370984415	155.847483369258
215.567546832665	232.027721410558
623.316086934683	564.863190183247
176.196402045501	149.611678041459
50.9841179784373	40.5009255226919
514.828795156541	531.209389029724
359.249374954258	375.40288365421
299.188800053218	286.807971073578
93.2077017402551	80.4927054773087
117.236674072559	106.765172133747
358.28781890863	270.534280089195
2487.97024926501	2930.87017795057
212.952140024603	209.038140085796
2487.97024926501	1690.16534595255
1505.83678614063	1307.66611793327
366.412260180229	382.308365348037
412.334589865159	470.085517298043
1109.05037316166	1690.16534595255
635.079148642425	555.434330208317
97.711088712765	98.5006934318777
152.790887209566	138.706863503219
302.716168774859	289.503776553614
252.558886975019	205.846639852366
196.80025112479	161.440925978239
1434.10597076354	1154.87668869188
3519.94318135961	1462.870896129
343.524516999088	316.545737752749
971.513611665477	908.900758733091
564.448576939185	617.169316857775
463.863176670399	441.30548064864
633.806706066835	602.451686119931
1571.62130870145	1193.03127403418
170.551236426948	175.320088861071
130.573992393494	120.115907499884
184.569012589806	158.843935855314
3519.94318135961	2930.87017795057
252.05908035282	239.797871508774
239.059884058221	210.994761214876
367.750153646951	324.783572984929
310.082992439748	259.427454976181
258.119673664827	237.324327063276
1757.83785994092	1462.870896129
3519.94318135961	2930.87017795057
290.989269906898	242.568299731674
496.786496867424	349.540157090264
239.020205008478	194.335245172325
482.834687797758	441.30548064864
2030.59792876476	2071.23011094716
328.241042185223	287.905723213607
47.6130390451333	41.403980064687
194.056312542797	177.71526114577
340.497356170323	306.078750694262
1327.18561166819	921.948756975956
496.786496867424	368.231669205255
212.644691638654	203.424175128501
145.187800936973	129.320575693853
211.48601161864	174.245079956483
293.593390137948	262.27582065828
971.513611665477	878.525802895419
383.292984908242	358.034517800518
173.374470669652	151.147563624643
69.3762001120693	59.9222644325984
117.003335514435	111.639742639646
94.6191369684297	89.6198362187911
616.014244506318	662.20467375548
128.207386525615	108.526734938132
1109.05037316166	665.297330039269
56.3272566554107	48.5895818862191
1571.62130870145	1462.870896129
239.952702029809	225.66694580636
284.27549958143	248.892800585594
279.550048974895	248.892800585594
540.769030048038	510.012636414117
2030.59792876476	2930.87017795057
668.630788269147	777.351202337072
2030.59792876476	1690.16534595255
109.121459298486	96.2021645175343
540.163741429723	492.086557987473
1571.62130870145	1690.16534595255
520.843114501382	471.615407319452
260.553733136558	251.734658516737
358.28781890863	375.713221568787
344.54568563386	339.074052872046
243.521226551638	210.932973816147
1434.10597076354	1690.16534595255
172.76604046249	150.676049254697
656.415339968561	561.139620930187
848.176964029988	662.20467375548
475.291181826275	388.039432422371
211.579960074259	205.195615942201
610.498338364009	508.66365036973
531.975360708868	554.068896243289
903.691942879432	921.948756975956
376.236380287107	410.070047254524
1011.59573393605	1462.870896129
282.344355988007	237.600163707123
171.569408996449	157.450062980637
283.719080357607	243.417503884473
1434.10597076354	1031.98343100304
549.677090276021	390.195740414502
521.354282474317	409.994018541814
192.160889118823	180.070594394021
449.339652155856	500.594405458728
576.207306648682	577.917650871481
219.089993792852	200.726624997658
247.125437609594	249.857845399682
138.328697649818	126.991883135093
338.445822873017	328.185079903242
2030.59792876476	2930.87017795057
375.781230448428	385.344447716975
380.752485449272	450.790166764365
1057.007750232	1103.88470347289
101.919526923626	83.6638027984365
255.972120713508	256.821806301883
63.9462576317878	52.9144670188964
59.3859781877255	46.6938497972365
118.322304546413	105.444145494692
2030.59792876476	2071.23011094716
283.503445400792	316.33604627436
935.79206298051	813.550401349622
823.942510189231	831.883473056412
823.942510189231	807.172660009099
604.772472081214	508.66365036973
347.987686016551	379.250354162548
155.128374427866	148.187836428529
1327.18561166819	878.525802895419
727.408213065928	632.070177680224
243.773978581994	236.963886767423
82.2716833493721	72.0494315215089
250.850545229142	186.075275451619
185.807768599191	176.58738219354
247.141746487427	218.016409688163
254.710493751075	230.99328916506
1169.51724986778	1462.870896129
447.141613780373	406.815421201506
72.4736502314744	62.7604127003193
443.462201036323	466.792920468804
287.524231186823	229.476489147723
179.036911413386	154.673214997645
549.677090276021	477.719389031111
344.237794596402	313.539201512949
404.15496073217	478.411494037881
487.844323536169	545.097806252803
971.513611665477	1031.98343100304
1240.96451687735	840.628326257201
81.8779059034103	70.7706178822695
110.209024717341	110.44691092571
534.069480513683	439.547757332844
310.286490162532	267.522370480551
3519.94318135961	2071.23011094716
199.897287481649	196.398957149438
716.622508063349	721.701643315555
248.293398589902	237.992457035299
391.559031475257	296.291168066058
1240.96451687735	1103.88470347289
327.410088391479	283.509931882116
276.789853850356	268.873257934882
1240.96451687735	750.548103270174
287.020944979774	269.508111724975
683.312015153719	726.284430114383
848.176964029988	648.06552734961
124.756460945777	114.120826888819
57.3730038531822	46.2073761668224
171.199109827376	159.882965535584
761.884832226457	661.744375636747
254.114705120745	211.933106940177
554.242074016839	485.49249603157
250.478838732493	255.872429876441
578.304929320382	534.140546058807
226.960986161315	197.741126670034
3519.94318135961	1193.03127403418
1571.62130870145	1462.870896129
163.398185825972	160.644957987853
477.968216782774	462.873295261212
211.790320285145	160.556834815546
585.869183703476	469.26406645892
117.574374175149	106.707331944535
253.015719353549	263.938284510754
89.9619103823167	79.4712355648145
2487.97024926501	2930.87017795057
445.388320930633	386.004502637893
131.752305335835	122.020510585308
823.942510189231	615.864663789131
245.597493197929	218.234712019988
365.465175918301	375.713221568787
586.751964230433	601.25605900053
