"cv"	"cv"
3579.10603363466	2981.61030317511
89.5553935961404	90.4035812946735
187.687385703105	172.265539715783
145.249500128096	134.765861135284
372.430232560409	277.09607898535
364.770373072896	280.764721481936
552.303936676907	347.083994007385
386.767872915791	343.348875895362
791.008883790528	893.913123061001
183.693989954013	165.253673498143
3579.10603363466	1488.28476913998
988.001333306481	1719.49386714788
512.599562202518	365.427568019654
1349.60063537329	893.913123061001
919.053521292422	855.369127244983
201.628484365008	181.260156157909
123.156937064201	116.837813425034
299.370302430478	250.212309869205
222.475464737063	188.751589524473
604.886335023871	464.993999744493
238.714625361731	206.165930180518
301.217017251673	291.337137370376
2064.78282756323	2107.1294144806
318.90168211472	265.707753584237
53.2774330065613	48.3988708831921
623.883951645743	598.855791018131
471.181348855246	456.840859869281
392.377577960375	337.802896106441
105.055866752159	100.320594914097
144.496140933908	129.883762765345
455.82812630801	316.376504392563
3579.10603363466	2981.61030317511
149.795579108942	137.806810984463
1236.28197633064	1213.80556472153
467.598854059202	488.701370780922
888.7973194154	739.080132710633
2529.82135609414	1123.12907491478
837.982603488879	938.077749903954
127.655532181655	127.731676279104
201.56818097448	178.972249159684
405.480039582715	351.995660791507
2064.78282756323	2107.1294144806
361.514176762129	285.878537922919
215.204024998895	181.341626329456
1598.12194465879	1213.80556472153
2064.78282756323	1488.28476913998
467.598854059202	423.125523548351
723.988383668896	739.080132710633
425.290259948298	353.32335644901
467.838448903264	371.137214441332
883.940436027476	989.383079943698
2529.82135609414	2981.61030317511
1787.45465414511	1330.41008376778
223.394398876061	232.242137698887
152.662628872885	133.538149036416
251.210615644364	223.068720314026
2529.82135609414	2107.1294144806
312.112479249062	282.355076937031
284.383812641581	250.905805108757
405.703984255628	436.871890208909
437.411765207611	358.619285556243
329.277476506993	285.878537922919
3579.10603363466	1719.49386714788
336.478245495992	287.517898495343
580.068000440582	464.993999744493
366.96377825445	333.282653805036
510.960268280466	464.993999744493
3579.10603363466	1488.28476913998
337.359982994975	355.981004778289
3579.10603363466	2107.1294144806
57.9613177184846	54.1835855425501
266.92370802447	228.340184911207
438.116059635772	346.425774246803
1598.12194465879	989.383079943698
3579.10603363466	2981.61030317511
542.770495830523	586.545672517841
258.673992459621	230.329493716449
202.324958460847	166.965027147708
301.099020126302	220.922303547785
322.409386494872	311.109102846371
2529.82135609414	1824.14170549103
491.289008330008	432.982904650274
222.892206348467	208.44396208139
84.0779244342235	75.173677754762
