"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Ptprc"	0	2.99785013555696	0.574	0.003	0
"Rgs1"	0	3.72962709971494	0.574	0	0
"Fcer1g"	0	4.08820463436805	0.5	0.001	0
"Cst7"	0	2.24794806016317	0.33	0	0
"Cd160"	0	2.72453486619988	0.394	0	0
"Laptm5"	0	2.05539996885419	0.298	0.001	0
"Cd52"	0	4.29812642774653	0.766	0.001	0
"Selplg"	0	1.99708898757776	0.309	0	0
"Trbc1"	0	3.06454968958002	0.33	0	0
"Trbc2"	0	3.83866679670554	0.606	0.001	0
"Gimap4"	0	2.69117227299271	0.436	0	0
"Gimap6"	0	2.24296440317466	0.351	0.001	0
"Gimap3"	0	2.33520354874136	0.351	0.001	0
"Cd8a"	0	3.72273966185185	0.574	0.001	0
"Klrd1"	0	3.6219497062298	0.511	0	0
"Arhgdib"	0	3.18163924574949	0.66	0	0
"Rinl"	0	2.37794620640376	0.351	0.003	0
"Tyrobp"	0	3.79543365319543	0.362	0.001	0
"Hcst"	0	2.98790149549133	0.479	0.012	0
"Fxyd5"	0	2.77445467594317	0.5	0.002	0
"Nkg7"	0	4.56274934056818	0.745	0.001	0
"Cd37"	0	2.21804052186649	0.33	0.003	0
"Lat"	0	2.21084109267569	0.277	0	0
"Coro1a"	0	3.32057084921698	0.617	0.001	0
"Lsp1"	0	2.46100864131751	0.362	0	0
"Cd3g"	0	5.20028405101729	0.851	0.001	0
"Cd3d"	0	3.57235219012761	0.649	0	0
"Cd3e"	0	3.58904400052975	0.67	0	0
"Srgn"	0	3.77427660706319	0.713	0.001	0
"Itgae"	0	1.95406259215155	0.255	0.002	0
"Ccl5"	0	8.67206251749892	0.851	0.004	0
"Skap1"	0	1.91801671005626	0.287	0.002	0
"Cd7"	0	4.73184878266724	0.713	0.001	0
"Tcrg-C1"	0	2.54681209413465	0.287	0	0
"Tcrg-C2"	0	2.69385490220024	0.404	0	0
"Tcrg-C4"	0	2.19052084054708	0.33	0	0
"Gzma"	0	8.24450162508127	0.723	0.005	0
"Trac"	0	2.22710169747072	0.319	0.001	0
"Gzmb"	0	5.16232930066808	0.66	0.001	0
"Rac2"	0	3.26315684534858	0.628	0.01	0
"Gpsm3"	0	2.05269533836775	0.287	0.001	0
"Ptprcap"	0	2.35219262119288	0.394	0	0
"Ctsw"	0	3.26151686473276	0.511	0	0
"Cd48"	0	1.8375616640706	0.287	0	0
"Gimap7"	0	2.59378080014441	0.415	0	0
"Actn2"	0	1.89079871639953	0.266	0	0
"Trgv2"	0	2.36073364269566	0.319	0	0
"Trdc"	0	3.04417574984989	0.404	0	0
"Fam189b"	1.40536300928315e-129	1.81755522099318	0.255	0.009	2.40218699176769e-125
"Limd2"	1.20530545075471e-90	2.28553405137986	0.383	0.03	2.06022860697503e-86
"Cnn2"	6.8640800537309e-87	1.77349205240138	0.287	0.017	1.17327720358422e-82
"H2-Q7"	1.19915021410823e-81	2.39453917876941	0.404	0.037	2.04970746097519e-77
"AW112010"	2.71540732544214e-71	4.0153623739004	0.883	0.274	4.64144574137825e-67
