"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Tram1"	0	0.997108278298926	0.552	0.235	0
"Rpl7"	0	-0.557858674267158	0.979	0.991	0
"Cox5b"	0	-0.964322514371679	0.917	0.971	0
"Hspd1"	0	-1.75932420121501	0.489	0.889	0
"Hspe1"	0	-1.64193618145305	0.657	0.933	0
"Spats2l"	0	0.76643828107334	0.306	0.022	0
"Eef1b2"	0	-0.800550549910712	0.947	0.981	0
"Cps1"	0	-1.48485519964621	0.086	0.657	0
"Rpl37a"	0	-0.488224174683404	0.991	0.996	0
"Tm4sf20"	0	-1.59747119040829	0.044	0.678	0
"Ncl"	0	-1.10409624579947	0.521	0.827	0
"Ptma"	0	-1.75795384734055	0.952	0.992	0
"Mlph"	0	0.826459100225772	0.362	0.078	0
"Ramp1"	0	2.26156456151349	0.758	0.085	0
"Ano7"	0	1.06052694101461	0.404	0.032	0
"Hdlbp"	0	1.2592082389894	0.789	0.479	0
"Dbi"	0	-0.920977431277537	0.954	0.966	0
"Nucks1"	0	-1.01428972739985	0.3	0.672	0
"Snrpe"	0	-1.22799378655885	0.52	0.875	0
"Rgs2"	0	0.837032064388635	0.297	0.035	0
"Qsox1"	0	1.72118785324253	0.741	0.153	0
"Gas5"	0	-0.876640896924747	0.76	0.924	0
"Prdx6"	0	-1.26428182059842	0.543	0.882	0
"Ndufs2"	0	-1.04582482368087	0.524	0.857	0
"Itln1"	0	0.685113445175574	0.737	0.458	0
"Mptx1"	0	2.85891758123866	0.25	0.028	0
"H3f3a"	0	-0.75632457948407	0.896	0.971	0
"Cnih4"	0	-0.986065738414218	0.162	0.593	0
"Mia3"	0	0.802975088180182	0.388	0.135	0
"Atp5c1"	0	-1.06549215010069	0.795	0.947	0
"Lrrc26"	0	2.01840470666417	0.768	0.1	0
"Npdc1"	0	1.03534492601855	0.527	0.154	0
"Rpl7a"	0	-0.740966456163249	0.961	0.985	0
"Set"	0	-1.15037583765164	0.418	0.803	0
"Hspa5"	0	1.63373695804386	0.939	0.679	0
"Rpl35"	0	-0.586539905851071	0.931	0.975	0
"Atp5g3"	0	-0.797342555498588	0.808	0.931	0
"Dnajc10"	0	1.41486418773942	0.632	0.141	0
"Creb3l1"	0	1.16148069891602	0.484	0.072	0
"Ccdc34"	0	-1.20356593231145	0.317	0.703	0
"Phgr1"	0	0.715481794143455	0.987	0.918	0
"Pdia3"	0	1.27042972719046	0.906	0.731	0
"Dut"	0	-1.1356379725739	0.134	0.548	0
"Dstn"	0	0.757411162365488	0.94	0.891	0
"Rrbp1"	0	1.5740879676201	0.91	0.609	0
"Edem2"	0	0.885410701492903	0.496	0.22	0
"Samhd1"	0	0.696438955720824	0.328	0.094	0
"Rpn2"	0	0.927071856550053	0.735	0.512	0
"Pkig"	0	-0.893797259768935	0.075	0.489	0
"Bcas1"	0	1.25597226822133	0.492	0.026	0
"Rps21"	0	-0.666625544765067	0.99	0.996	0
"Tpd52"	0	1.47977408869439	0.924	0.675	0
"Ndufb5"	0	-0.788717207347303	0.681	0.885	0
"Tm4sf4"	0	1.44029709360989	0.67	0.156	0
"Serp1"	0	1.35823444079246	0.803	0.458	0
"Rps3a1"	0	-0.857679331210631	0.991	0.998	0
"Ssr2"	0	1.16872951056487	0.938	0.822	0
"Krtcap2"	0	1.05743508403256	0.916	0.788	0
"Slc50a1"	0	1.28978720632088	0.73	0.349	0
"Creb3l4"	0	1.1532464786085	0.492	0.061	0
"S100a13"	0	1.32921886408109	0.623	0.141	0
"S100a14"	0	0.697897284963047	0.266	0.032	0
"S100a6"	0	3.05285504231481	0.724	0.123	0
"Atp5f1"	0	-0.996155872571609	0.803	0.942	0
"5330417C22Rik"	0	1.37201456939621	0.644	0.137	0
"Fabp2"	0	0.944483110894414	0.969	0.84	0
"Ostc"	0	1.24976717337142	0.879	0.656	0
"Rpl34"	0	-0.550039714869466	0.994	0.997	0
"Hadh"	0	-1.26319760884739	0.301	0.768	0
"H2afz"	0	-1.29031231488566	0.886	0.958	0
"Adh5"	0	-1.09522633717425	0.179	0.655	0
"Clca3b"	0	-1.1461418857154	0.118	0.512	0
"Clca1"	0	4.30660818639498	0.823	0.099	0
"Rps20"	0	-0.907783580194596	0.998	0.999	0
"Impad1"	0	0.836014093404027	0.441	0.167	0
"Car8"	0	1.10202768550075	0.554	0.17	0
"Asph"	0	1.31082220511791	0.605	0.148	0
"Spink4"	0	4.03666852362007	1	0.855	0
"Aldh1b1"	0	-1.04322179066447	0.581	0.848	0
"Anp32b"	0	-1.31408486591863	0.464	0.834	0
"Nans"	0	1.07654993057841	0.744	0.473	0
"Galnt12"	0	1.48973280520704	0.716	0.191	0
"Sec61b"	0	1.3162831733551	0.971	0.913	0
"Stx17"	0	0.752854037285374	0.392	0.121	0
"Aldob"	0	-1.61135802420408	0.142	0.688	0
"Klf4"	0	1.77470885079467	0.719	0.113	0
"Mllt3"	0	0.755332393844294	0.342	0.078	0
"Ttc39a"	0	0.99203311989643	0.422	0.047	0
"Cmpk1"	0	1.1685108772056	0.861	0.646	0
"Uqcrh"	0	-0.603764838786911	0.948	0.978	0
"Tspan1"	0	1.41542695661497	0.754	0.333	0
"Prdx1"	0	-0.89925463367919	0.923	0.964	0
"Rps8"	0	-0.608675234490935	0.998	0.999	0
"Ybx1"	0	-0.668355750574999	0.937	0.973	0
"Guca2a"	0	3.91714455918051	0.967	0.268	0
"Guca2b"	0	1.46475465264898	0.588	0.199	0
"Atpif1"	0	-0.958249203395667	0.944	0.978	0
"Nudc"	0	-0.955922023044212	0.264	0.66	0
"Sh3bgrl3"	0	1.54593012426242	0.911	0.705	0
"Stmn1"	0	-2.66900911009802	0.177	0.81	0
"Gale"	0	1.22513173528533	0.72	0.367	0
"Rpl11"	0	-0.603269029432998	0.993	0.997	0
"Rap1gap"	0	1.06862892832065	0.445	0.053	0
"Rap1gapos"	0	0.899678586374565	0.373	0.041	0
"Cda"	0	-1.26539807490241	0.225	0.635	0
"Akr7a5"	0	-0.99099559611883	0.27	0.689	0
"Sdhb"	0	-0.972774078340627	0.549	0.828	0
"Park7"	0	-0.820795699474295	0.704	0.909	0
"Rpl22"	0	-0.740518372924443	0.968	0.987	0
"Prxl2b"	0	-1.01832581164885	0.048	0.467	0
"Cgref1"	0	1.42384401424019	0.639	0.187	0
"Hgfac"	0	1.44517052634837	0.555	0.061	0
"Fgfbp1"	0	-0.973269290170694	0.028	0.42	0
"Rpl9"	0	-0.622664789025855	0.993	0.997	0
"Smim14"	0	1.84420604865224	0.847	0.302	0
"Ociad2"	0	-0.908070116872931	0.396	0.738	0
"Atp5k"	0	-0.756050496338887	0.831	0.931	0
"Dynll1"	0	1.00971859299815	0.886	0.657	0
"Rplp0"	0	-0.59159040395722	0.989	0.996	0
"Pebp1"	0	-0.867298109929188	0.709	0.921	0
"Rpl6"	0	-0.726419551932402	0.991	0.998	0
"P2rx4"	0	1.24363962917653	0.55	0.109	0
"Hpd"	0	1.19158943733697	0.466	0.065	0
"Ran"	0	-1.50084590420567	0.634	0.909	0
"Chchd2"	0	-0.850189619363054	0.961	0.985	0
"Cldn3"	0	0.667180862823485	0.95	0.879	0
"Rasa4"	0	0.663686517670179	0.271	0.038	0
"Muc3a"	0	0.794111766495747	0.338	0.073	0
"Kdelr2"	0	1.28119530741861	0.836	0.541	0
"Atp5j2"	0	-0.82580218543554	0.943	0.972	0
"Rpl21"	0	-0.634660044241168	0.994	0.997	0
"Hmgb1"	0	-1.51780186641689	0.649	0.914	0
"Hepacam2"	0	1.61382000664338	0.758	0.124	0
"C1galt1"	0	0.996960097662146	0.515	0.173	0
"Ndufa4"	0	-0.714484962749772	0.946	0.975	0
"Ndufa5"	0	-1.11594266104889	0.565	0.864	0
"Atoh1"	0	1.38521029744292	0.552	0.061	0
"Serbp1"	0	-0.880532356447528	0.743	0.921	0
"Tmsb10"	0	2.18701532959884	0.986	0.789	0
"Snrpg"	0	-1.12708704438537	0.683	0.921	0
"Gfpt1"	0	1.43015205218018	0.68	0.23	0
"Rpn1"	0	1.1244580445132	0.765	0.474	0
"Sec61a1"	0	0.913752667472196	0.486	0.201	0
"Rpl32"	0	-0.674387649764927	0.996	0.999	0
"Phb2"	0	-1.28305494891767	0.542	0.883	0
"Tpi1"	0	-0.854261877750441	0.617	0.859	0
"Mgst1"	0	-2.14015702617438	0.099	0.775	0
"Rep15"	0	2.77705367970224	0.876	0.078	0
"Rps9"	0	-0.763171986645606	0.985	0.996	0
"Rpl28"	0	-0.661489122345966	0.993	0.998	0
"Rps5"	0	-0.899152720385503	0.988	0.996	0
"Foxa3"	0	1.09414432199144	0.588	0.197	0
"Snrpd2"	0	-0.95989034158604	0.602	0.882	0
"Fosb"	0	1.08912178781257	0.317	0.075	0
"Rps19"	0	-0.734888949689291	0.985	0.992	0
"Fcgbp"	0	4.76977989639078	0.995	0.293	0
"Rps16"	0	-0.698793539099872	0.993	0.998	0
"Lgals4"	0	1.05209214383949	0.999	0.988	0
"Spint2"	0	0.673093623100804	0.96	0.909	0
"Capns1"	0	0.926482208470453	0.714	0.444	0
"Cox6b1"	0	-0.725212432391567	0.931	0.97	0
"Fxyd3"	0	2.30268966528791	0.961	0.399	0
"Klk1"	0	3.05306545520317	0.941	0.272	0
"Rps11"	0	-0.853293058175232	0.989	0.996	0
"Rpl18"	0	-0.645014274187298	0.996	0.998	0
"Selenos"	0	1.52507040173404	0.853	0.492	0
"Fam174b"	0	0.757335885491684	0.359	0.078	0
"Rps17"	0	-0.740643373347354	0.938	0.98	0
