"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Ptma"	0	0.805098691113177	1	0.985	0
"Nucks1"	0	0.928846248638824	0.886	0.583	0
"Cenpf"	0	1.21569178832568	0.637	0.161	0
"Tubb4b"	0	1.22192612727104	0.966	0.726	0
"Sapcd2"	0	0.391704993251334	0.258	0.055	0
"Selenoh"	0	0.748614440259999	0.787	0.449	0
"Ccdc34"	0	1.00153707431602	0.929	0.61	0
"Knstrn"	0	0.729474251759811	0.499	0.145	0
"Knl1"	0	0.508901657954124	0.338	0.106	0
"Nusap1"	0	0.883786040348329	0.499	0.145	0
"Ube2c"	0	1.7460694768657	0.821	0.338	0
"Aurka"	0	0.666111797068176	0.423	0.122	0
"Ccna2"	0	0.680385089251555	0.476	0.15	0
"Smc4"	0	0.739463839459326	0.61	0.272	0
"Cks1b"	0	0.625566652454123	0.53	0.234	0
"Cenpe"	0	0.522206599128313	0.339	0.088	0
"H2afz"	0	0.845744819115609	0.997	0.941	0
"Anp32b"	0	0.64834149722937	0.95	0.764	0
"Smc2"	0	0.621781906417074	0.541	0.246	0
"Cdc20"	0	1.09614312020978	0.649	0.147	0
"Cdca8"	0	1.10332779699135	0.75	0.249	0
"Stmn1"	0	0.943759519920996	0.975	0.696	0
"Cenpa"	0	1.41064060466967	0.793	0.204	0
"Tacc3"	0	0.44377415863505	0.343	0.113	0
"Ran"	0	0.761352714693334	0.983	0.859	0
"Hmgb1"	0	0.948540916149267	0.983	0.866	0
"Snrpg"	0	0.525313004357369	0.978	0.88	0
"Cdca3"	0	1.12595537846385	0.797	0.283	0
"Lockd"	0	0.607324986820646	0.424	0.127	0
"Ube2s"	0	1.01559811526605	0.927	0.632	0
"Lgals4"	0	-0.681919556767321	0.995	0.988	0
"Prc1"	0	0.827305903321557	0.469	0.153	0
"Arl6ip1"	0	1.01884646542419	0.803	0.573	0
"Plk1"	0	0.531539908477988	0.342	0.093	0
"Kif22"	0	0.455127127762182	0.319	0.089	0
"Mki67"	0	0.579047282321895	0.422	0.165	0
"Ifitm3"	0	0.8008012340979	0.851	0.555	0
"Hmgb2"	0	1.52312504911719	0.988	0.65	0
"Spc24"	0	0.827626768491817	0.707	0.316	0
"H2afx"	0	1.24626765291794	0.784	0.381	0
"Jaml"	0	0.628265241200317	0.814	0.473	0
"Ccnb2"	0	1.1735726047754	0.749	0.219	0
"Cenpw"	0	0.585798030783491	0.589	0.29	0
"Cdk1"	0	0.82439332500582	0.579	0.247	0
"Ppia"	0	0.419201412956388	0.999	0.992	0
"H2afv"	0	0.592479427397273	0.973	0.886	0
"Hmmr"	0	0.654894370797389	0.397	0.098	0
"Nhp2"	0	0.588557018735248	0.9	0.678	0
"Aurkb"	0	0.49744062930542	0.364	0.129	0
"Top2a"	0	0.898187766041747	0.593	0.264	0
