"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Cox5b"	0	0.707661523593622	0.987	0.963	0
"Dbi"	0	0.877398104443774	0.996	0.962	0
"Mgst3"	0	1.0553320273405	0.971	0.828	0
"Marc2"	0	1.163573402078	0.948	0.748	0
"Phgr1"	0	0.92937022099889	0.993	0.92	0
"Ckmt1"	0	1.0134811952416	0.883	0.625	0
"Sis"	0	1.19575675010301	0.623	0.142	0
"S100a10"	0	0.881213551519187	0.975	0.844	0
"Atp5f1"	0	0.75416077510873	0.983	0.923	0
"Fabp2"	0	0.858384744621974	0.98	0.845	0
"Casp6"	0	1.0724800481797	0.694	0.341	0
"Aldob"	0	1.2270792838571	0.907	0.607	0
"Txn1"	0	0.77339059059151	0.996	0.963	0
"Cdkn2b"	0	0.944641147416618	0.526	0.134	0
"Prdx1"	0	0.854217611272237	0.993	0.957	0
"Atpif1"	0	0.674272236700308	0.993	0.972	0
"Cda"	0	1.21505325840737	0.896	0.566	0
"Rbp7"	0	1.21497269807562	0.697	0.255	0
"Khk"	0	1.18052620619193	0.739	0.315	0
"Sult1b1"	0	0.992775091993677	0.649	0.252	0
"Plac8"	0	0.937549549851029	0.98	0.92	0
"Atp5k"	0	0.769133855379793	0.98	0.916	0
"Chchd2"	0	0.601193744960177	0.995	0.982	0
"Mdh2"	0	1.08473758792458	0.979	0.9	0
"Atp5j2"	0	0.700865226423296	0.992	0.967	0
"Ndufa4"	0	0.59852618153549	0.992	0.97	0
"Fabp1"	0	1.79316706066347	0.842	0.364	0
"Gapdh"	0	0.78251908175828	0.974	0.909	0
"Mgst1"	0	1.0049092700883	0.951	0.682	0
"Lgals4"	0	0.563693819624316	0.999	0.988	0
"2200002D01Rik"	0	1.4658807078409	0.938	0.558	0
"Cox7a1"	0	1.09193430403842	0.61	0.181	0
"Cox6b1"	0	0.644087858427069	0.986	0.964	0
"Ldha"	0	1.10474202418552	0.983	0.842	0
"Mogat2"	0	0.726826257676278	0.427	0.117	0
"Chp2"	0	0.956398634036385	0.507	0.118	0
"Pycard"	0	1.09943479112674	0.992	0.9	0
"Dmbt1"	0	1.4098629717293	0.87	0.413	0
"Prap1"	0	1.30186007046238	0.977	0.772	0
"Ccl25"	0	1.16782802807669	0.946	0.683	0
"Tm6sf2"	0	0.864141060945144	0.525	0.161	0
"Ces1f"	0	0.633136498851187	0.321	0.068	0
"Ces2e"	0	1.18654625763311	0.682	0.21	0
"Cox4i1"	0	0.49249812949421	0.996	0.99	0
"St3gal4"	0	1.5040244599771	0.766	0.195	0
"Atp5l"	0	0.651590131341337	0.985	0.956	0
"Cox5a"	0	0.853202159585858	0.994	0.961	0
"Cox7a2"	0	0.714199066795171	0.985	0.95	0
"Rbp2"	0	1.96699687577097	0.892	0.342	0
"Gpx1"	0	1.29291499049667	0.979	0.872	0
"Smlr1"	0	0.68102961349656	0.394	0.101	0
"Chchd10"	0	0.871038082356572	0.978	0.868	0
"Atp5d"	0	0.670309388051484	0.986	0.969	0
"Uqcr11"	0	0.683435226277335	0.982	0.949	0
"Smim24"	0	1.58001417195417	0.976	0.721	0
"Gna11"	0	1.34099700000646	0.879	0.497	0
"Uqcrq"	0	0.645117843617396	0.99	0.966	0
"Lypd8"	0	0.851169830723956	0.99	0.911	0
"Tm4sf5"	0	1.01597234219347	0.935	0.696	0
"Car4"	0	1.23682840874663	0.578	0.15	0
"Atp5g1"	0	0.762675460698599	0.994	0.978	0
"Krt19"	0	1.45155389804498	0.997	0.916	0
"Arg2"	0	1.93313187660808	0.871	0.273	0
"Crip1"	0	0.744452819936087	0.992	0.923	0
"Akr1c19"	0	1.113215280212	0.653	0.218	0
