"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Bcl2l15"	0	1.81399706689203	0.819	0.108	0
"Enpep"	0	1.11975802452277	0.555	0.063	0
"Cdkn2b"	0	1.3590153512218	0.768	0.151	0
"Reg3b"	0	4.63668883301215	0.897	0.251	0
"Reg3a"	0	1.87095449609194	0.647	0.063	0
"Reg3g"	0	4.15692644299141	0.978	0.356	0
"Clec2h"	0	2.3861270536229	0.901	0.156	0
"Dpep1"	0	1.07157169404301	0.428	0.034	0
"St3gal4"	0	1.96990560876573	0.92	0.223	0
"Slc51b"	0	1.86067795647487	0.725	0.051	0
"Mgat4c"	0	2.0284133224463	0.692	0.019	0
"Fabp6"	0	6.26228344811162	0.684	0.103	0
"Krt20"	0	1.68512314453101	0.849	0.17	0
"Lgals3"	0	2.19025438686273	0.92	0.198	0
"Gsdmc4"	0	1.33264690056465	0.548	0.04	0
"Apol10a"	0	1.30639398576364	0.63	0.052	0
"Slc51a"	0	2.22752058184679	0.875	0.125	0
"Mep1b"	0	1.36619042657344	0.596	0.055	0
"Spink1"	0	2.65184655217032	0.886	0.142	0
"Cndp2"	0	1.69432879241086	0.794	0.159	0
"Naaladl1"	0	1.32935378819704	0.535	0.043	0
"Slc7a9"	2.76168666976374e-286	1.16200606651103	0.628	0.107	4.72055102462716e-282
"Ace2"	7.63204154950314e-282	0.736513132302625	0.34	0.03	1.30454486205657e-277
"Sis"	3.78847084877959e-270	1.73858671595089	0.761	0.165	6.47563322181896e-266
"Krt19"	1.21627904488457e-268	2.02106467735661	1	0.921	2.07898577142119e-264
"Krt8"	3.2255326102401e-264	1.73139066754492	1	0.982	5.5134028906834e-260
"Edn2"	6.19501246733475e-262	0.906481037904733	0.432	0.053	1.05891348104153e-257
"2200002D01Rik"	7.11101276728913e-260	2.18230005073461	0.989	0.578	1.21548541231273e-255
"Mall"	8.76005668159245e-259	1.04255193199241	0.578	0.098	1.4973564885846e-254
"Ms4a18"	2.70493722684455e-258	0.831668568649923	0.449	0.058	4.62354920184538e-254
"Cyp4f40"	4.3426986094195e-258	0.765645696392283	0.432	0.054	7.42297473308075e-254
"Cyp4f14"	1.15207167152556e-254	1.43943209207295	0.742	0.168	1.96923610813864e-250
