"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Tmsb10"	3.82003583261032e-42	-0.861171291039597	0.786	0.812	6.52958724868082e-38
"Gfpt1"	1.52799764748953e-41	-0.455030314696773	0.161	0.29	2.61180637885385e-37
"Jund"	3.61642933588706e-41	-0.450630251194303	0.686	0.767	6.18156266383174e-37
"H2afx"	2.68333081324972e-40	-0.695700510106732	0.363	0.453	4.58661735908775e-36
"Tspan1"	1.17774562957127e-39	-0.554906032937478	0.265	0.39	2.01312060462617e-35
"H2-T23"	4.77868251731142e-39	-0.372840854674436	0.15	0.277	8.16820202684041e-35
"Arl6ip1"	2.11165676322089e-38	-0.588384967751244	0.553	0.615	3.60945490537346e-34
"Mien1"	6.08276984526726e-35	-0.417678467288408	0.433	0.549	1.03972784965153e-30
"Hist1h1e"	8.38038964087506e-35	-0.463604185411314	0.27	0.387	1.43246000131477e-30
"Gm42418"	1.13848072752981e-34	-0.60086053551957	0.974	0.984	1.9460051075667e-30
"Ifi27l2b"	1.62849340674986e-33	-0.852736442678109	0.579	0.641	2.78358378015753e-29
"Ube2s"	1.8347483825756e-32	-0.501202045279575	0.669	0.68	3.13613541033648e-28
"Lyz1"	1.71275913312846e-31	-3.01596138181851	0.388	0.486	2.92761918625647e-27
"Hist1h1b"	3.20303717308373e-31	-0.558587694989879	0.234	0.341	5.47495143995203e-27
"Muc13"	7.21529620266312e-31	-0.395895173108365	0.623	0.709	1.23331057992121e-26
"Top2a"	1.18041405693637e-30	-0.548518929541482	0.229	0.325	2.01768174752134e-26
"Ttr"	1.73488291014263e-30	-0.543867701274147	0.188	0.296	2.96543535830681e-26
"Cdca3"	9.89805640143552e-28	-0.423382762265747	0.28	0.373	1.69187478069737e-23
"Calr"	1.49534672602277e-27	-0.567762837845739	0.612	0.67	2.55599615879071e-23
"Stard10"	5.59866994709287e-27	-0.482899313184721	0.777	0.806	9.56980654056583e-23
"Hspa5"	4.91920750712368e-26	-0.526600874080726	0.657	0.712	8.4084013919265e-22
"Anxa13"	5.76354361766684e-26	-0.435542122741303	0.251	0.344	9.85162510567794e-22
"Junb"	1.92695468012132e-25	-0.478505303920506	0.191	0.29	3.29374363473137e-21
"Kdelr2"	8.81288937705716e-25	-0.415268355699205	0.499	0.58	1.50638718122038e-20
"Defa24"	4.12029019302014e-23	-3.10518281057299	0.998	0.997	7.04281202692933e-19
"Klk1"	1.35482659945791e-22	-1.13499285051524	0.277	0.351	2.3158051064534e-18
"Cks2"	6.35891863288774e-22	-0.476858075103223	0.435	0.482	1.0869299619195e-17
"Hdlbp"	5.2073054726874e-21	-0.376534416123357	0.432	0.52	8.90084724446457e-17
"Zg16"	1.05437684943235e-17	-4.90069226796072	0.753	0.774	1.80224634873472e-13
"Manf"	4.24281673966639e-16	-0.440024545903467	0.676	0.706	7.25224665311176e-12
"Rrbp1"	4.82509467994517e-15	-0.418136191707839	0.607	0.645	8.24753433643028e-11
"Ier2"	5.85226096637696e-15	-0.399201946048425	0.644	0.676	1.00032696698281e-10
"Dynll1"	1.12792610259035e-14	-0.385608781565698	0.665	0.684	1.92796408715768e-10
"Sox4"	1.98809469003492e-14	-0.49174965528354	0.273	0.34	3.39825025367669e-10
"Reg3b"	2.391059792377e-12	-1.30814502579209	0.206	0.268	4.08703850311001e-08
"Defa17"	2.70990494913668e-12	-1.18471238996307	0.202	0.259	4.63204052955932e-08
"Fabp1"	1.99138374615681e-10	-1.31670989073503	0.482	0.391	3.40387223730584e-06
"Reg3g"	7.64302024398437e-09	-0.959603503232032	0.322	0.372	0.000130642145030425
"Olfm4"	8.53961142795041e-09	-0.429207744997051	0.852	0.645	0.000145967578137956
"Sh3bgrl3"	3.8177683161364e-07	-0.383539776857906	0.728	0.727	0.00652571138277194
"AY761184"	3.450789181045e-06	-2.57359412431709	0.876	0.877	0.0589843394716022
"Plac8"	2.45408277656104e-05	-0.419623395922479	0.959	0.921	0.419476368997578
"Defa21"	2.93261879142466e-05	-2.00663034345836	0.487	0.519	0.501272530018217
"Defa30"	0.000803329301471593	-2.67922204724095	0.961	0.956	1
"Defa29"	0.0008550070832677	-1.99398441022417	0.51	0.524	1
"Gm14851"	0.00125741001692842	-2.52961241427769	0.855	0.852	1
"Defa22"	0.00413417279464984	-2.06596033662587	0.484	0.495	1
"Fabp2"	0.0436447253875013	-0.529547939498936	0.945	0.846	1
"Hmgb2"	0.115657492640086	-0.513869034391806	0.853	0.69	1
"Rbp2"	0.153350231247009	-1.80503955072717	0.429	0.377	1
