"","x"
"1344","Pde11a"
"1345","Cyct"
"1346","Rbm45"
"1347","Osbpl6"
"1348","Prkra"
"1349","Fkbp7"
"1350","Plekha3"
"1351","Ccdc141"
"1352","Sestd1"
"1353","Zfp385b"
"1354","Cwc22"
"1355","Ube2e3"
"1356","Itga4"
"1357","Cerkl"
"1358","Neurod1"
"1359","Itprid2"
"1360","Dnajc10"
"1361","Nckap1"
"1362","Dusp19"
"1363","Nup35"
"1364","Zfp804a"
"1365","Zc3h15"
"1366","Itgav"
"1367","Gm13684"
"1368","Calcrl"
"1369","Tfpi"
"1370","Gm13710"
"1371","Ctnnd1"
"1372","Selenoh"
"1373","Tmx2"
"1374","Med19"
"1375","Zdhhc5"
"1376","Clp1"
"1377","Gm19426"
"1378","Serping1"
"1379","Ube2l6"
"1380","Smtnl1"
"1381","Timm10"
"1382","Slc43a1"
"1383","Ssrp1"
"1384","Tnks1bp1"
"1385","Olfr1124"
"1386","Ptprj"
"1387","Nup160"
"1388","Fnbp4"
"1389","Mtch2"
"1390","C1qtnf4"
"1391","Ndufs3"
"1392","Kbtbd4"
"1393","Ptpmt1"
"1394","Celf1"
"1395","Gm13778"
"1396","Psmc3"
"1397","Slc39a13"
"1398","Madd"
"1399","Nr1h3"
"1400","Acp2"
"1401","Ddb2"
"1402","Pacsin3"
"1403","Arfgap2"
"1404","1110051M20Rik"
"1405","Lrp4"
"1406","Ckap5"
"1407","F2"
"1408","Zfp408"
"1409","Arhgap1"
"1410","Atg13"
"1411","Harbi1"
"1412","Ambra1"
"1413","Mdk"
"1414","Dgkz"
"1415","Creb3l1"
"1416","Phf21a"
"1417","Large2"
"1418","Pex16"
"1419","1700029I15Rik"
"1420","Mapk8ip1"
"1421","Cry2"
"1422","Slc35c1"
"1423","Syt13"
"1424","Prdm11"
"1425","Trp53i11"
"1426","Tspan18"
"1427","Cd82"
"1428","Ext2"
"1429","Accs"
"1430","Alkbh3"
"1431","Hsd17b12"
"1432","Ttc17"
"1433","2810002D19Rik"
"1434","Api5"
"1435","B230118H07Rik"
"1436","Traf6"
"1437","Prr5l"
"1438","Commd9"
"1439","Ldlrad3"
"1440","Trim44"
"1441","Fjx1"
"1442","Pamr1"
"1443","Slc1a2"
"1444","Cd44"
"1445","Pdhx"
"1446","Apip"
"1447","Gm13874"
"1448","Ehf"
"1449","Cat"
"1450","Abtb2"
"1451","Nat10"
"1452","Caprin1"
"1453","Lmo2"
"1454","Fbxo3"
"1455","Cd59b"
"1456","Cd59a"
"1457","Hipk3"
"1458","Cstf3"
"1459","Tcp11l1"
"1460","Depdc7"
"1461","Qser1"
"1462","Prrg4"
"1463","Ccdc73"
"1464","Eif3m"
"1465","Rcn1"
"1466","Pax6os1"
"1467","Paupar"
"1468","Pax6"
"1469","Elp4"
"1470","Immp1l"
"1471","Dnajc24"
"1472","Arl14ep"
"1473","Mettl15"
"1474","Kif18a"
"1475","Bdnf"
"1476","Lin7c"
"1477","Lgr4"
"1478","Ccdc34"
"1479","Bbox1"
"1480","Lpcat4"
"1481","Nop10"
"1482","Slc12a6"
"1483","Emc4"
"1484","Katnbl1"
"1485","Emc7"
"1486","Aven"
"1487","Fmn1"
"1488","Gm13963"
"1489","Gm13966"
"1490","Scg5"
"1491","Arhgap11a"
"1492","Gjd2"
"1493","A530058N18Rik"
"1494","Aqr"
"1495","Zfp770"
"1496","Dph6"
"1497","3110099E03Rik"
"1498","Gm13977"
"1499","BC052040"
"1500","Meis2"
"1501","2700033N17Rik"
"1502","Spred1"
"1503","Fam98b"
"1504","Gm13986"
"1505","Thbs1"
"1506","Fsip1"
"1507","Eif2ak4"
"1508","Srp14"
"1509","Bmf"
"1510","Bub1b"
"1511","Pak6"
"1512","Ankrd63"
"1513","Plcb2"
"1514","Inafm2"
"1515","Ccdc9b"
"1516","Phgr1"
"1517","Disp2"
"1518","Knstrn"
"1519","Gm14091"
"1520","Ivd"
"1521","Bahd1"
"1522","Chst14"
"1523","Ccdc32"
"1524","Rpusd2"
"1525","Knl1"
"1526","Rad51"
"1527","Rmdn3"
"1528","Gchfr"
"1529","Dnajc17"
"1530","Zfyve19"
"1531","Ppp1r14d"
"1532","Spint1"
"1533","Rhov"
"1534","Vps18"
"1535","Gm14207"
"1536","Dll4"
"1537","Chac1"
"1538","Ino80"
"1539","Exd1"
"1540","Chp1"
"1541","Oip5os1"
"1542","Oip5"
"1543","Nusap1"
"1544","Ndufaf1"
"1545","Rtf1"
"1546","Itpka"
"1547","Ltk"
"1548","Rpap1"
"1549","Tyro3"
"1550","Mga"
"1551","Mapkbp1"
"1552","Jmjd7"
"1553","Pla2g4b"
"1554","Ehd4"
"1555","Vps39"
"1556","Tmem87a"
"1557","Ganc"
"1558","Zfp106"
"1559","Snap23"
"1560","Lrrc57"
"1561","Haus2"
"1562","Stard9"
"1563","Cdan1"
"1564","Ttbk2"
"1565","AV039307"
"1566","Ubr1"
"1567","Tmem62"
"1568","Ccndbp1"
"1569","Epb42"
"1570","Lcmt2"
"1571","Adal"
"1572","Zscan29"
"1573","Tubgcp4"
"1574","Trp53bp1"
"1575","Map1a"
"1576","Ppip5k1"
"1577","Ckmt1"
"1578","Catsper2"
"1579","Pdia3"
"1580","Ell3"
"1581","Serf2"
"1582","Hypk"
"1583","Mfap1b"
"1584","Mfap1a"
"1585","Wdr76"
"1586","Frmd5"
"1587","Casc4"
"1588","Ctdspl2"
"1589","Eif3j1"
"1590","Spg11"
"1591","B2m"
"1592","Sord"
"1593","Duox2"
"1594","Duoxa2"
"1595","Shf"
"1596","Slc28a2"
"1597","Gatm"
"1598","Spata5l1"
"1599","AA467197"
"1600","Slc30a4"
"1601","4930417H01Rik"
"1602","Bloc1s6os"
"1603","Bloc1s6"
"1604","Sqor"
"1605","Sema6d"
"1606","Slc24a5"
"1607","Myef2"
"1608","Dut"
"1609","Cep152"
"1610","Shc4"
"1611","Eid1"
"1612","Secisbp2l"
"1613","Cops2"
"1614","Galk2"
"1615","Dtwd1"
"1616","Slc27a2"
"1617","Hdc"
"1618","Gabpb1"
"1619","Gm27003"
"1620","Usp8"
"1621","Usp50"
"1622","Trpm7"
"1623","Sppl2a"
"1624","Ap4e1"
"1625","Blvra"
"1626","Ncaph"
"1627","Itpripl1"
"1628","1810024B03Rik"
"1629","Snrnp200"
"1630","Ciao1"
"1631","Tmem127"
"1632","Stard7"
"1633","Dusp2"
"1634","Fahd2a"
"1635","Zfp661"
"1636","Mrps5"
"1637","Mall"
"1638","Nphp1"
"1639","Mtln"
"1640","Bub1"
"1641","Bcl2l11"
"1642","Morrbid"
"1643","Anapc1"
"1644","Mertk"
"1645","Tmem87b"
"1646","Zc3h8"
"1647","Gm10762"
"1648","Zc3h6"
"1649","Ttl"
"1650","Polr1b"
"1651","Chchd5"
"1652","Slc20a1"
"1653","Ckap2l"
"1654","Gm14023"
"1655","Sirpa"
"1656","Stk35"
"1657","Snrpb"
"1658","Nop56"
"1659","Idh3b"
"1660","Pced1a"
"1661","Vps16"
"1662","Ptpra"
"1663","Mrps26"
"1664","Avp"
"1665","Ubox5"
"1666","Fastkd5"
"1667","Lzts3"
"1668","Ddrgk1"
"1669","Itpa"
"1670","4930402H24Rik"
"1671","A730017L22Rik"
"1672","Atrn"
"1673","1700037H04Rik"
"1674","Spef1"
"1675","Cenpb"
"1676","Cdc25b"
"1677","Ap5s1"
"1678","Mavs"
"1679","Pank2"
"1680","Rnf24"
"1681","Smox"
"1682","5330413P13Rik"
"1683","Prnp"
"1684","Rassf2"
"1685","Slc23a2"
"1686","Tmem230"
"1687","Pcna"
"1688","AV099323"
"1689","Cds2"
"1690","Gpcpd1"
"1691","Shld1"
"1692","Gm14097"
"1693","Chgb"
"1694","Trmt6"
"1695","Mcm8"
"1696","Crls1"
"1697","Fermt1"
"1698","Gm14102"
"1699","Bmp2"
"1700","Tmx4"
"1701","Plcb1"
"1702","Plcb4"
"1703","Snap25"
"1704","Mkks"
"1705","Slx4ip"
"1706","Jag1"
"1707","Btbd3"
"1708","Tasp1"
"1709","Esf1"
"1710","Ndufaf5"
"1711","Macrod2"
"1712","Flrt3"
"1713","Kif16b"
"1714","Snrpb2"
"1715","Pcsk2os1"
"1716","Pcsk2"
"1717","Bfsp1"
"1718","Dstn"
"1719","Rrbp1"
"1720","Banf2"
"1721","Banf2os"
"1722","Snx5"
"1723","Mgme1"
"1724","Ovol2"
"1725","1700108N11Rik"
"1726","Kat14"
"1727","Polr3f"
"1728","Rbbp9"
"1729","Sec23b"
"1730","Smim26"
"1731","Dtd1"
"1732","Rin2"
"1733","Naa20"
"1734","Crnkl1"
"1735","Cfap61"
"1736","Insm1"
"1737","Ralgapa2"
"1738","Kiz"
"1739","Xrn2"
"1740","Nkx2-2"
"1741","6430503K07Rik"
"1742","9030622O22Rik"
"1743","Foxa2"
"1744","Nxt1"
"1745","Gzf1"
"1746","Napb"
"1747","Cst3"
"1748","Zfp120"
"1749","Zfp937"
"1750","3300002I08Rik"
"1751","Gm10130"
"1752","Zfp442"
"1753","Cst7"
"1754","Apmap"
"1755","Acss1"
"1756","E130215H24Rik"
"1757","Entpd6"
"1758","Pygb"
"1759","Abhd12"
"1760","Gins1"
"1761","Ninl"
"1762","Nanp"
"1763","Nsfl1c"
"1764","Gm14167"
"1765","Fkbp1a"
"1766","Sdcbp2"
"1767","Snph"
"1768","Rad21l"
"1769","Tmem74b"
"1770","Psmf1"
"1771","Rspo4"
"1772","Gm14154"
"1773","Fam110a"
"1774","Slc52a3"
"1775","Srxn1"
"1776","Csnk2a1"
"1777","Tbc1d20"
"1778","Rbck1"
"1779","Trib3"
"1780","Sox12"
"1781","Zcchc3"
"1782","H13"
"1783","Mcts2"
"1784","Id1"
"1785","Cox4i2"
"1786","Bcl2l1"
"1787","Tpx2"
"1788","Pdrg1"
"1789","Hck"
"1790","Tm9sf4"
"1791","Plagl2"
"1792","Pofut1"
"1793","Kif3b"
"1794","2500004C02Rik"
"1795","Asxl1"
"1796","Nol4l"
"1797","Commd7"
"1798","Dnmt3bos"
"1799","Dnmt3b"
"1800","Mapre1"
"1801","Cdk5rap1"
"1802","Snta1"
"1803","Cbfa2t2"
"1804","Necab3"
"1805","1700003F12Rik"
"1806","E2f1"
"1807","Pxmp4"
"1808","4930519P11Rik"
"1809","Zfp341"
"1810","Gm14198"
"1811","Chmp4b"
"1812","Raly"
"1813","Eif2s2"
"1814","Gm14226"
"1815","Ahcy"
"1816","Itch"
"1817","Dynlrb1"
"1818","Map1lc3a"
"1819","Pigu"
"1820","Trp53inp2"
"1821","Ncoa6"
"1822","Ggt7"
"1823","Acss2"
"1824","Gss"
"1825","Myh7b"
"1826","Trpc4ap"
"1827","Edem2"
"1828","Mmp24"
"1829","BC029722"
"1830","Eif6"
"1831","Gm16098"
"1832","Fam83c"
"1833","Uqcc1"
"1834","Cep250"
"1835","6430550D23Rik"
"1836","Ergic3"
"1837","Fer1l4"
"1838","Spag4"
"1839","Cpne1"
"1840","Nfs1"
"1841","Romo1"
"1842","Rbm39"
"1843","Phf20"
"1844","Scand1"
"1845","Cnbd2"
"1846","2900097C17Rik"
"1847","Epb41l1"
"1848","Aar2"
"1849","Gm14168"
"1850","Dlgap4"
"1851","4930405A21Rik"
"1852","Myl9"
"1853","Tgif2"
"1854","5430405H02Rik"
"1855","Rab5if"
"1856","Sla2"
"1857","Ndrg3"
"1858","Dsn1"
"1859","Soga1"
"1860","Tldc2"
"1861","Samhd1"
"1862","Rbl1"
"1863","Mroh8"
"1864","Rpn2"
"1865","Manbal"
"1866","Src"
"1867","Gm14286"
"1868","Blcap"
"1869","Nnat"
"1870","Platr27"
"1871","Ctnnbl1"
"1872","Vstm2l"
"1873","Tti1"
"1874","Rprd1b"
"1875","2010009K17Rik"
"1876","Tgm2"
"1877","D630003M21Rik"
"1878","Lbp"
"1879","Snhg17"
"1880","Ralgapb"
"1881","Actr5"
"1882","Ppp1r16b"
"1883","Fam83d"
"1884","Dhx35"
"1885","Gm826"
"1886","Mafb"
"1887","Top1"
"1888","Plcg1"
"1889","Zhx3"
"1890","Gm16751"
"1891","Lpin3"
"1892","Chd6"
"1893","Gm45447"
"1894","Ptprt"
"1895","Srsf6"
"1896","Ift52"
"1897","Mybl2"
"1898","Oser1"
"1899","2900093K20Rik"
"1900","Gdap1l1"
"1901","Fitm2"
"1902","R3hdml"
"1903","Hnf4aos"
"1904","Hnf4a"
"1905","Ttpal"
"1906","Serinc3"
"1907","0610039K10Rik"
"1908","Pkig"
"1909","Gm16316"
"1910","Ada"
"1911","Rims4"
"1912","Ywhab"
"1913","Pabpc1l"
"1914","Tomm34"
"1915","Stk4"
"1916","Wfdc12"
"1917","Wfdc15b"
"1918","Matn4"
"1919","Sdc4"
"1920","Sys1"
"1921","Gm14302"
"1922","Dbndd2"
"1923","Pigt"
"1924","Wfdc2"
"1925","Wfdc9"
"1926","Wfdc10"
"1927","Wfdc3"
"1928","Dnttip1"
"1929","Gm11457"
"1930","Ube2c"
"1931","Snx21"
"1932","Acot8"
"1933","Zswim3"
"1934","Zswim1"
"1935","Neurl2"
"1936","Ctsa"
"1937","Pcif1"
"1938","Zfp335"
"1939","Zfp335os"
"1940","Ncoa5"
"1941","Cd40"
"1942","Slc35c2"
"1943","Elmo2"
"1944","Zfp334"
"1945","Trp53rka"
"1946","Slc2a10"
"1947","Eya2"
"1948","Zmynd8"
"1949","BC046401"
"1950","Ncoa3"
"1951","Sulf2"
"1952","Prex1"
"1953","Trp53rkb"
"1954","Arfgef2"
"1955","Cse1l"
"1956","Stau1"
"1957","Ddx27"
"1958","Znfx1"
"1959","Zfas1"
"1960","Kcnb1"
"1961","1110018N20Rik"
"1962","Ptgis"
"1963","B4galt5"
"1964","Slc9a8"
"1965","Spata2"
"1966","Rnf114"
"1967","Ube2v1"
"1968","Tmem189"
"1969","Cebpb"
"1970","9230111E07Rik"
"1971","Ptpn1"
"1972","Pard6b"
"1973","Adnp"
"1974","Dpm1"
"1975","Mocs3"
"1976","Nfatc2"
"1977","Atp9a"
"1978","Zfp64"
"1979","Tshz2"
"1980","Zfp217"
"1981","Bcas1"
"1982","Pfdn4"
"1983","Fam210b"
"1984","Aurka"
"1985","Cstf1"
"1986","Rtf2"
"1987","Bmp7"
"1988","Rae1"
"1989","Rbm38"
"1990","Pck1"
"1991","Zbp1"
"1992","Pmepa1"
"1993","Rab22a"
"1994","Vapb"
"1995","Stx16"
"1996","Npepl1"
"1997","Gnasas1"
"1998","Gnas"
"1999","Gm20721"
"2000","Nelfcd"
"2001","Ctsz"
"2002","Atp5e"
"2003","Prelid3b"
"2004","Edn3"
"2005","Gm14393"
"2006","Gm14399"
"2007","Gm14443"
"2008","Gm14391"
"2009","Gm4631"
"2010","Zfp968"
"2011","Gm4724"
"2012","Gm6710"
"2013","Zfp966"
"2014","Zfp967"
"2015","Gm14308"
"2016","Zfp973"
"2017","Gm14305"
"2018","Gm14295"
"2019","Gm14296"
"2020","Gm14419"
"2021","Gm14410"
"2022","Gm14409"
"2023","Gm14418"
"2024","Zfp970"
"2025","Gm14403"
"2026","Gm14322"
"2027","Gm14325"
"2028","Gm14327"
"2029","Zfp972"
"2030","Gm14326"
"2031","Zfp971"
"2032","Zfp931"
"2033","Fam217b"
"2034","Cdh26"
"2035","Cdh4"
"2036","Taf4"
"2037","4921531C22Rik"
"2038","Lsm14b"
"2039","Psma7"
"2040","Ss18l1"
"2041","Mtg2"
"2042","Hrh3"
"2043","Osbpl2"
"2044","Adrm1"
"2045","Lama5"
"2046","Rps21"
"2047","Cables2"
"2048","Rbbp8nl"
"2049","Gata5"
"2050","Gata5os"
"2051","B230312C02Rik"
"2052","Slco4a1"
"2053","Mrgbp"
"2054","Ogfr"
"2055","Col9a3"
"2056","Dido1"
"2057","Gid8"
"2058","Slc17a9"
"2059","Bhlhe23"
"2060","Ythdf1"
"2061","Arfgap1"
"2062","9230112E08Rik"
"2063","Col20a1"
"2064","Ppdpf"
"2065","Ptk6"
"2066","Helz2"
"2067","Gmeb2"
"2068","Stmn3"
"2069","Rtel1"
"2070","Arfrp1"
"2071","Zgpat"
"2072","Zbtb46"
"2073","Tpd52l2"
"2074","Dnajc5"
"2075","Uckl1"
"2076","Uckl1os"
"2077","Zfp512b"
"2078","Prpf6"
"2079","Samd10"
"2080","Gm29797"
"2081","Tcea2"
"2082","Rgs19"
"2083","Myt1"
"2084","Pcmtd2"
"2085","Polr3k"
"2086","Hnf4g"
"2087","Pex2"
"2088","Gm8797"
"2089","Gm37350"
"2090","Pkia"
"2091","Zc2hc1a"
"2092","Il7"
"2093","Mrps28"
"2094","Tpd52"
"2095","Zbtb10"
"2096","Zfp704"
"2097","Pag1"
"2098","Fabp5"
"2099","Gm9833"
"2100","Fabp12"
"2101","Impa1"
"2102","Slc10a5"
"2103","Zfand1"
"2104","Chmp4c"
"2105","Snx16"
"2106","Lrrcc1"
"2107","E2f5"
"2108","Rbis"
"2109","Car13"
"2110","Car2"
"2111","Ythdf3"
"2112","Armc1"
"2113","Mtfr1"
"2114","Pde7a"
"2115","1700064H15Rik"
"2116","Hps3"
"2117","Hltf"
"2118","Gyg"
"2119","Gm43672"
"2120","Tbl1xr1"
"2121","Naaladl2"
"2122","Ect2"
"2123","Nceh1"
"2124","Tnfsf10"
"2125","Fndc3b"
"2126","Pld1"
"2127","Tnik"
"2128","Slc2a2"
"2129","1700112D23Rik"
"2130","Eif5a2"
"2131","Rpl22l1"
"2132","Gm33051"
"2133","Mecom"
"2134","Mecomos"
"2135","Mynn"
"2136","Lrrc31"
"2137","Gm15462"
"2138","4933429H19Rik"
"2139","Sec62"
"2140","Gpr160"
"2141","Phc3"
"2142","Prkci"
"2143","Skil"
"2144","Cldn11"
"2145","Slc7a14"
"2146","Kcnmb2"
"2147","Zmat3"
"2148","Pik3ca"
"2149","Zfp639"
"2150","Mfn1"
"2151","Actl6a"
"2152","Mrpl47"
"2153","Ndufb5"
"2154","Pex5l"
"2155","Ttc14"
"2156","Ccdc39"
"2157","Fxr1"
"2158","Dnajc19"
"2159","Atp11b"
"2160","Dcun1d1"
"2161","Gm15952"
"2162","Mccc1"
"2163","Mccc1os"
"2164","Acad9"
"2165","Zfp267"
"2166","Anxa5"
"2167","1810062G17Rik"
"2168","Gm11549"
"2169","Exosc9"
"2170","Ccna2"
"2171","Bbs7"
"2172","4932438A13Rik"
"2173","Il2"
"2174","Cetn4"
"2175","Bbs12"
"2176","Nudt6"
"2177","Spata5"
"2178","Spry1"
"2179","Gm5148"
"2180","Ankrd50"
"2181","Intu"
"2182","Slc25a31"
"2183","Hspa4l"
"2184","Plk4"
"2185","Mfsd8"
"2186","Abhd18"
"2187","6430590A07Rik"
"2188","Larp1b"
"2189","Pgrmc2"
"2190","Platr4"
"2191","2400006E01Rik"
"2192","Jade1"
"2193","Sclt1"
"2194","D3Ertd751e"
"2195","Slc7a11"
"2196","Noct"
"2197","Elf2"
"2198","Ndufc1"
"2199","Naa15"
"2200","Rab33b"
"2201","Setd7"
"2202","5031434O11Rik"
"2203","Mgst2"
"2204","Maml3"
"2205","Gm30074"
"2206","Foxo1"
"2207","Gm30173"
"2208","Cog6"
"2209","Nhlrc3"
"2210","Gm16206"
"2211","Proser1"
"2212","Frem2"
"2213","Ufm1"
"2214","Trpc4"
"2215","Postn"
"2216","Supt20"
"2217","Exosc8"
"2218","Alg5"
"2219","Smad9"
"2220","Rfxap"
"2221","Ccna1"
"2222","Spg20"
"2223","Dclk1"
"2224","Nbea"
"2225","Tm4sf4"
"2226","Wwtr1"
"2227","Commd2"
"2228","Rnf13"
"2229","Pfn2"
"2230","Tsc22d2"
"2231","Serp1"
"2232","Eif2a"
"2233","Selenot"
"2234","Siah2"
"2235","Aadac"
"2236","Sucnr1"
"2237","Mbnl1"
"2238","Gm37035"
"2239","P2ry1"
"2240","Rap2b"
"2241","9330121J05Rik"
"2242","Arhgef26"
"2243","Dhx36"
"2244","Mme"
"2245","Plch1"
"2246","E130311K13Rik"
"2247","Slc33a1"
"2248","Gmps"
"2249","Kcnab1"
"2250","Ssr3"
"2251","Tiparp"
"2252","Lekr1"
"2253","Ccnl1"
"2254","Gm37305"
"2255","Rsrc1"
"2256","Mlf1"
"2257","Gfm1"
"2258","Lxn"
"2259","Mfsd1"
"2260","1110032F04Rik"
"2261","Ift80"
"2262","Smc4"
"2263","Trim59"
"2264","Kpna4"
"2265","Arl14"
"2266","Ppm1l"
"2267","Nmd3"
"2268","Sptssb"
"2269","Sis"
"2270","Bche"
"2271","Wdr49"
"2272","Pdcd10"
"2273","Serpini1"
"2274","Golim4"
"2275","Rapgef2"
"2276","6430573P05Rik"
"2277","Fnip2"
"2278","4930589L23Rik"
"2279","Ppid"
"2280","Etfdh"
"2281","4930579G24Rik"
"2282","Tmem144"
"2283","Gria2"
"2284","Ctso"
"2285","Tdo2"
"2286","Asic5"
"2287","Map9"
"2288","Rbm46"
"2289","Lrat"
"2290","Plrg1"
"2291","Tlr2"
"2292","Tmem131l"
"2293","Mnd1"
"2294","Trim2"
"2295","Gm6525"
"2296","Fhdc1"
"2297","Arfip1"
"2298","Gm37240"
"2299","Tigd4"
"2300","Tmem154"
"2301","Fbxw7"
"2302","Gm15535"
"2303","Gatb"
"2304","Fam160a1"
"2305","Glt28d2"
"2306","Sh3d19"
"2307","Rps3a1"
"2308","Lrba"
"2309","Dclk2"
"2310","Cd1d1"
"2311","Kirrel"
"2312","Etv3"
"2313","Arhgef11"
"2314","Ntrk1"
"2315","Insrr"
"2316","Prcc"
"2317","Hdgf"
"2318","Mrpl24"
"2319","Rrnad1"
"2320","Isg20l2"
"2321","Gpatch4"
"2322","Naxe"
"2323","Iqgap3"
"2324","Mef2d"
"2325","1700113A16Rik"
"2326","Rhbg"
"2327","Tsacc"
"2328","Cct3"
"2329","Glmp"
"2330","Tmem79"
"2331","Smg5"
"2332","Bglap3"
"2333","Pmf1"
"2334","Slc25a44"
"2335","Sema4a"
"2336","Lmna"
"2337","Mex3a"
"2338","Rab25"
"2339","Lamtor2"
"2340","Ubqln4"
"2341","Ssr2"
"2342","Arhgef2"
"2343","Gm43714"
"2344","Khdc4"
"2345","Rit1"
"2346","Syt11"
"2347","1500004A13Rik"
"2348","Gon4l"
"2349","Msto1"
"2350","Dap3"
"2351","Ash1l"
"2352","Rusc1"
"2353","Fdps"
"2354","Pklr"
"2355","Hcn3"
"2356","Clk2"
"2357","Scamp3"
"2358","Gm16069"
"2359","Fam189b"
"2360","Gba"
"2361","Mtx1"
"2362","Thbs3"
"2363","Muc1"
"2364","Trim46"
"2365","Krtcap2"
"2366","Dpm3"
"2367","Slc50a1"
"2368","Efna1"
"2369","Efna3"
"2370","Efna4"
"2371","4731419I09Rik"
"2372","Adam15"
"2373","Dcst1"
"2374","Zbtb7b"
"2375","Gm15417"
"2376","Flad1"
"2377","Cks1b"
"2378","Shc1"
"2379","Pygo2"
"2380","Pbxip1"
"2381","Pmvk"
"2382","Adar"
"2383","Chrnb2"
"2384","4632404H12Rik"
"2385","Ube2q1"
"2386","Il6ra"
"2387","Atp8b2"
"2388","Hax1"
"2389","Gm19710"
"2390","Ubap2l"
"2391","4933434E20Rik"
"2392","Gm16540"
"2393","1700094D03Rik"
"2394","Tpm3"
"2395","Rps27"
"2396","Rab13"
"2397","Jtb"
"2398","Creb3l4"
"2399","Slc39a1"
"2400","Crtc2"
"2401","Dennd4b"
"2402","Gatad2b"
"2403","Slc27a3"
"2404","Ints3"
"2405","Npr1"
"2406","Ilf2"
"2407","Snapin"
"2408","Chtop"
"2409","S100a1"
"2410","S100a13"
"2411","S100a14"
"2412","S100a16"
"2413","S100a5"
"2414","S100a6"
"2415","Lor"
"2416","Sprr2a3"
"2417","Gm9774"
"2418","Tchh"
"2419","S100a11"
"2420","S100a10"
"2421","Gm9125"
"2422","Them4"
"2423","C2cd4d"
"2424","Rorc"
"2425","Lingo4"
"2426","1700040D17Rik"
"2427","Tdrkh"
"2428","Mrpl9"
"2429","Riiad1"
"2430","Celf3"
"2431","Snx27"
"2432","Gm43773"
"2433","Gm43774"
"2434","Gm43768"
"2435","Tuft1"
"2436","Gm15234"
"2437","Selenbp2"
"2438","Cgn"
"2439","Pogz"
"2440","Psmb4"
"2441","Selenbp1"
"2442","Rfx5"
"2443","B230398E01Rik"
"2444","Pi4kb"
"2445","A730011C13Rik"
"2446","Gm15265"
"2447","Zfp687"
"2448","4930481B07Rik"
"2449","Psmd4"
"2450","Pip5k1a"
"2451","Vps72"
"2452","Scnm1"
"2453","Lysmd1"
"2454","Tnfaip8l2"
"2455","Sema6c"
"2456","Gabpb2"
"2457","Gm16740"
"2458","Mllt11"
"2459","Cdc42se1"
"2460","Prune1"
"2461","Mindy1"
"2462","Anxa9"
"2463","6330562C20Rik"
"2464","Cers2"
"2465","Setdb1"
"2466","Arnt"
"2467","Ctss"
"2468","Golph3l"
"2469","Ensa"
"2470","Mcl1"
"2471","Adamtsl4"
"2472","Ecm1"
"2473","Tars2"
"2474","Rprd2"
"2475","Prpf3"
"2476","Mrps21"
"2477","C920021L13Rik"
"2478","Ciart"
"2479","BC028528"
"2480","Aph1a"
"2481","Anp32e"
"2482","Plekho1"
"2483","Vps45"
"2484","Otud7b"
"2485","Mtmr11"
"2486","Gm17690"
"2487","Sf3b4"
"2488","Sv2a"
"2489","Bola1"
"2490","Hist2h2ab"
"2491","Hist2h2ac"
"2492","Hist2h2be"
"2493","Hist2h3c2"
"2494","Gm20632"
"2495","Gm20633"
"2496","Hist2h2aa1"
"2497","Hist2h3c1"
"2498","Gm20627"
"2499","Hist2h4"
"2500","Gm20628"
"2501","Hist2h3b"
"2502","Gm42743"
"2503","Hist2h2bb"
"2504","AC121792.1"
"2505","Gm15441"
"2506","Txnip"
"2507","Gm16253"
"2508","Polr3gl"
"2509","Rbm8a"
"2510","Pex11b"
"2511","Itga10"
"2512","Pias3"
"2513","Nudt17"
"2514","Polr3c"
"2515","Rnf115"
"2516","Cd160"
"2517","Pdzk1"
"2518","Gpr89"
"2519","Acp6"
"2520","Bcl9"
"2521","Chd1l"
"2522","Fmo5"
"2523","Prkab2"
"2524","Pde4dip"
"2525","Sec22b"
"2526","Notch2"
"2527","Reg4"
"2528","Hmgcs2"
"2529","Gm43189"
"2530","Phgdh"
"2531","Zfp697"
"2532","Hsd3b2"
"2533","Hsd3b3"
"2534","Hao2"
"2535","Wars2"
"2536","Gm43024"
"2537","Spag17"
"2538","Wdr3"
"2539","Gdap2"
"2540","4930406D18Rik"
"2541","Tent5c"
"2542","Gm12474"
"2543","Gm42868"
"2544","Man1a2"
"2545","Gm43466"
"2546","Gm42869"
"2547","Gm43462"
"2548","Gm43463"
"2549","Trim45"
"2550","Ttf2"
"2551","Ptgfrn"
"2552","Gm43465"
"2553","Cd2"
"2554","Igsf3"
"2555","Atp1a1"
"2556","Gm42937"
"2557","Gm42941"
"2558","Slc22a15"
"2559","Vangl1"
"2560","Tspan2"
"2561","Sike1"
"2562","Csde1"
"2563","Nras"
"2564","Dennd2c"
"2565","Bcas2"
"2566","Trim33"
"2567","Gm43061"
"2568","Olfml3"
"2569","Hipk1"
"2570","Gm43149"
"2571","Gm43387"
"2572","Dclre1b"
"2573","Ap4b1"
"2574","Bcl2l15"
"2575","Ptpn22"
"2576","Gm15472"
"2577","Gm43065"
"2578","Rsbn1"
"2579","Phtf1os"
"2580","Phtf1"
"2581","Magi3"
"2582","Gm42696"
"2583","9530097N15Rik"
"2584","Gm42700"
"2585","Gm42699"
"2586","Gm42702"
"2587","Gm42701"
"2588","Gm43258"
"2589","C030032O16Rik"
"2590","Gm43259"
"2591","Gm43260"
"2592","Gm43256"
"2593","Lrig2"
"2594","Gm43696"
"2595","A530041M06Rik"
"2596","4930509H03Rik"
