"cv"	"cv"
127.592362433743	124.275341615955
227.906634168323	233.106494754177
173.089369717763	161.34784137156
454.242496973106	351.377850255288
370.209706192671	266.603221560101
599.919027142177	447.27611492403
374.881234453524	313.774873123391
957.028944320931	850.149441450584
3189.82719641637	4608.68744872117
237.161813640903	209.797411272597
2603.84268418749	2659.57331034941
2015.93553190475	2659.57331034941
483.239155433681	371.43225025298
1592.55948091294	3258.06655009412
791.554002932042	634.070376627085
210.2786035794	182.871163297142
2603.84268418749	4608.68744872117
163.264554064648	145.659978602487
335.357667587641	249.418588147207
257.776219846863	227.73094110046
680.967055375536	495.457603689532
327.587328039286	283.551890657631
426.510064091882	423.505494562091
2603.84268418749	2302.71502085328
1839.8358364256	3258.06655009412
414.958910186633	357.159670981488
2015.93553190475	1739.45688313937
66.3168942156968	53.0774846478965
673.015410768254	436.12148036165
503.880412132542	476.587153221938
373.506524240143	351.969552547778
142.374640786409	132.934634467712
174.335503661642	159.880124744504
406.038984331427	354.011613948616
4512.20566907139	3258.06655009412
234.684493027247	222.277724630762
2603.84268418749	2659.57331034941
1839.8358364256	2659.57331034941
496.546543324038	519.230791479223
1004.23868263244	1533.33196802386
4512.20566907139	4608.68744872117
1592.55948091294	3258.06655009412
1161.03204675642	997.120263768448
164.572376326556	149.478860269165
225.371140578131	200.029572055704
372.809253230699	318.006067394758
1702.93739990517	1626.72858168591
390.613128401442	319.750691003593
227.111406025471	175.270028889498
1839.8358364256	1347.65261454024
4512.20566907139	2302.71502085328
4512.20566907139	2659.57331034941
608.57211195027	519.053739885462
862.809198165917	782.985578059925
573.708889572365	437.449340246616
490.83573015981	413.232289658485
915.830383174358	821.875484850239
1702.93739990517	3258.06655009412
1501.10924496819	997.120263768448
286.009597689011	289.071530362227
211.833985374232	192.021357601436
269.088426508606	224.800921088091
3189.82719641637	2302.71502085328
979.793508855473	1274.60230528262
4512.20566907139	2659.57331034941
356.481303489802	315.362743013499
350.30589473534	321.116940108986
550.545665868681	427.387780072134
610.280333122494	378.438847590866
329.379658534124	308.705531275417
2254.43924613113	1739.45688313937
4512.20566907139	1626.72858168591
378.877275027833	323.694582080496
600.780245054223	403.458546433328
673.015410768254	505.589110408199
689.198957482673	545.639074329415
2254.43924613113	1454.3024997283
437.085957688269	401.19249912155
1702.93739990517	1000.94968699227
2015.93553190475	1879.27186468687
2603.84268418749	2059.12511318461
75.7685034069662	68.360226070872
326.950969800596	304.543175732145
413.27224220671	354.812394054309
1423.72594883832	1148.09432716965
3189.82719641637	4608.68744872117
657.89154104442	553.979305113077
335.760264063499	293.044895770858
242.053469890502	202.18708184456
466.170278398278	342.353913714971
438.042334723566	366.645490153411
2254.43924613113	1879.27186468687
526.004954896936	516.78284810723
303.219619945939	273.476992583615
99.7593957834698	96.9861592043637
184.794166083409	171.904729461204
145.171707617835	127.201986330093
542.240730750385	447.27611492403
216.164841324103	194.620877680925
1090.0599383391	687.71356115143
74.7864713908061	67.3619411188046
1299.03637189091	977.703735647335
430.439052285749	364.911342806897
1501.10924496819	1454.3024997283
357.357932551947	268.28777934949
314.310136561845	251.197188509343
1004.23868263244	794.878711910844
1299.03637189091	977.703735647335
1123.88629012031	1186.02793827638
166.794000243939	148.841662720019
748.018190868576	712.943256856381
1839.8358364256	2059.12511318461
706.572861667648	594.268079127986
235.275637437811	211.779152456865
536.269185351956	485.83680872702
467.384361584065	411.526560492364
347.813885627794	293.949458161284
3189.82719641637	1739.45688313937
320.652265992957	271.868772246715
688.471594648439	672.273689669397
791.554002932042	617.771985029182
598.879352752195	528.594470243186
297.034498012078	270.663514172502
1660.20843559638	1533.33196802386
498.887908457392	501.092054303465
3189.82719641637	1626.72858168591
1475.97696819437	1533.33196802386
303.18237049709	229.428065770263
4512.20566907139	4608.68744872117
3189.82719641637	3258.06655009412
4512.20566907139	2659.57331034941
1931.68956097919	2659.57331034941
475.56649440124	360.051809743378
239.080310499781	191.857211691454
491.402714831018	426.32772862001
1202.07963005594	1227.94656601689
680.279637526891	479.256237350825
709.237218409632	522.625616420663
307.862082579477	295.619932695156
593.404168074767	629.733481209522
588.070520847112	529.439036194717
291.808808689001	292.852184256982
377.978365782796	345.388088628306
216.507367756667	185.673154934588
680.279637526891	617.771985029182
559.484032708914	458.893859050801
540.343538248692	472.456660476827
1839.8358364256	1186.02793827638
140.862870242901	118.06179526121
456.574610971145	397.157774006735
93.2735746560617	78.1733511238186
81.4700891247383	71.2362712066352
187.68637845828	170.602844727391
1247.76541902657	1274.60230528262
594.401087509328	537.065918005061
3189.82719641637	4608.68744872117
1423.72594883832	1227.94656601689
1340.88914076811	1533.33196802386
1839.8358364256	1140.93118789275
735.211370523178	590.519204003513
267.598777143895	224.53671492452
