"cv"	"cv"
4844.58452308121	2517.93544030136
112.32876804653	110.655955952959
189.204315053419	179.735089903595
150.311159735779	139.719829525705
356.484757529724	301.473630043455
317.032308579147	257.780685865897
559.260694574572	398.208601682355
6852.00696639449	3707.87436728909
338.865586057014	294.802785366517
874.872827232396	790.47645233533
3955.16528679452	6423.78388445313
206.819017811416	185.011686585614
2500.26645367411	2139.1844162545
1161.92869824044	1129.32698100407
435.131968843154	333.944737155395
1410.06979615779	1398.38299748142
688.422160096018	606.779764045506
212.167747682874	178.023184408959
4332.89731565725	3707.87436728909
139.900927115725	123.925474780985
288.229859618455	232.372049201671
218.059668543217	185.566216490051
3955.16528679452	4062.01908299992
554.387782725849	437.03996182178
222.043870968766	202.033178460042
307.007126023571	317.578618987835
966.117305179692	1022.65037764308
2686.00342545814	5244.67976704771
5594.34231672424	4806.66195270584
266.964982046872	223.769812158381
3424.90862186973	2517.93544030136
67.181796031994	56.476278186393
621.579233495206	500.080701188194
451.926312469165	412.049408976943
355.076659158934	318.07396317007
121.615159717316	111.217716045407
155.488189796529	140.511478047454
406.127183865664	325.936526743731
2588.15966270968	2737.61654601546
3424.90862186973	3026.91611135373
219.518289708186	200.285751283629
2795.83005392868	2495.41779888253
1726.29808879903	1714.12167517595
400.506118553788	411.341571835785
762.955890334435	853.408500888979
3661.57642885106	4062.01908299992
6852.00696639449	3707.87436728909
1457.58170055281	1552.56122414263
864.105682840529	812.21001906971
133.680501360149	128.705515362992
205.024124718089	181.123936464703
351.933539638479	310.051587188086
2588.15966270968	1851.91311139033
340.443350068165	281.095308378459
215.512676942436	170.254203629527
1395.2295954038	1083.26425536213
2112.43459972865	1603.02411902766
5594.34231672424	4062.01908299992
451.542480592231	398.634547580084
850.734355340899	719.197560337166
526.814332112918	448.150159935044
463.993607518524	390.219751227156
836.430942075576	777.760928982233
2500.26645367411	2269.22318515598
1441.21825890953	1023.55785319837
225.312393814676	232.969809876747
173.6065599624	156.12873366889
230.022206316355	202.124205947037
2920.30492415328	2737.61654601546
1425.39050390531	1532.50456818578
2795.83005392868	2871.41061318082
302.323092260398	270.475023082937
264.894944020767	245.898803693025
421.587684509626	390.73909870684
341.089553969758	297.182410913141
299.487396933259	291.703882353694
1659.02137042781	1198.57425788595
3661.57642885106	2201.33623341277
341.855097430719	281.68276265964
542.511664722289	384.70814513334
401.312972551285	352.923483350054
580.027415804629	470.345343731361
1635.06193671474	1554.97266870761
368.979997954851	346.618293049372
2018.28571867552	1335.87575472107
2686.00342545814	2269.22318515598
3661.57642885106	2620.90929945304
80.0466406975176	74.46524169022
254.376609848959	234.225914691862
388.241309312766	319.428597527855
1394.10722585764	1065.68714452952
3228.86274234784	2426.1960857063
593.399770723595	518.737552917641
279.073417721077	255.574700305268
195.54397712837	165.121924869875
314.199038621648	264.335919176338
343.217877216944	315.039914848416
1590.087212136	1427.12754624003
493.396279226403	458.512191109818
237.30384165729	209.711368336015
96.8279887377763	89.5782085490008
160.057954913422	148.758688809006
120.964421032841	112.257673188598
567.528399570293	459.46686597429
180.720100410655	163.228720753256
1114.19063636144	720.472535208331
74.389836926357	67.678766455196
812.612114610114	765.761828758228
318.727242504398	286.218726796135
2164.71683789945	1745.68217055794
325.336367471422	256.809215330533
295.511530158748	242.608979524638
3424.90862186973	3707.87436728909
837.196868769486	680.036298718381
4844.58452308121	9085.1527229871
890.22875800188	786.72917891801
1340.20625340698	1349.48934606486
149.341200868129	132.062289039388
628.056009948869	542.425628969138
1796.83601405785	1851.91311139033
633.605096038812	545.548001397772
217.85804886796	198.187249646821
438.404239843645	411.99740244069
398.222952761047	362.710704815287
289.32505463316	247.627914936756
6852.00696639449	4062.01908299992
1707.29120505544	1430.15404838097
220.703492360389	199.814428005477
693.736659592609	589.400994355135
731.958608143682	617.016170284788
553.401801058664	454.251841319519
251.711192025468	240.995349810396
1121.56074263559	940.653317058011
523.778962349076	485.258319358391
3228.86274234784	2201.33623341277
1177.85429835113	1131.30126723694
313.543616930917	252.488260658496
5594.34231672424	2620.90929945304
2920.30492415328	3432.61650993433
6852.00696639449	4062.01908299992
1490.49294137041	1603.02411902766
389.005244560037	311.324675009346
219.338636538177	185.25127012299
365.264807369702	330.823745752242
1137.73608287373	1004.26234570991
417.820546633208	360.291180552604
3424.90862186973	4062.01908299992
