""	"RNA.0"	"RNA.1"	"RNA.2"	"RNA.3"	"RNA.4"	"RNA.5"	"RNA.6"	"RNA.7"	"RNA.8"	"RNA.9"	"RNA.10"	"RNA.11"	"RNA.12"	"RNA.13"	"RNA.14"
"B3gat2"	0.022041616326661	0.020888826830444	0.0110838251102494	0.0181850938765937	0.0192895994657733	0.0291624491628287	0.00783264846846948	0.0220162925217775	0.00234856187263375	0.0332603740134569	0.00450547866205306	0.05787551180152	0.0121884693622941	0.0247123482661816	0
"Smap1"	1.02491855990617	1.1998079861169	1.0226694880981	1.06427531301766	1.0867660915816	1.31214604040933	1.14371224374236	1.34400876885054	0.361637658866577	1.44739427996006	1.24286420839546	1.57218887478912	1.61435853553177	1.64166628111956	1.85483490921509
"Sdhaf4"	0.521330223543194	0.495821455516221	0.248465972323593	0.4710312780806	0.441125653169011	0.529867669518363	0.381306786996045	0.511232817800134	0.0896499585617149	0.628953418228297	0.589116699143551	0.910684174105848	0.471258928618693	0.362526281786746	0.710017725227118
"Fam135a"	0.228866239115201	0.158404651118544	0.238282462851904	0.133123823347721	0.110576648478182	0.109165895060574	0.21635508427787	0.0980150080443001	0.149759921733455	0.113406694169798	0.787321310825802	0.175921179143234	0.124351515933349	0.656110343105739	0
"Col9a1"	0.0094441273547957	0.00322817722786162	0.0030043148083676	0.00484386956118427	0.00393445443271065	0.00134548687409799	0.00627784376468201	0	0	0	0.0229150757133353	0.0018590131837497	0	0	0
"Lmbrd1"	0.214663741535407	0.143769569040128	0.237396871269893	0.151047232567738	0.180392177114424	0.231294607817784	0.187638922606495	0.32685582859454	0.0632172702348154	0.426917493479359	0.298853227427092	0.299030096806798	0.388794780417483	0.237005247652089	0.340235713115919
"Phf3"	0.734110601121669	0.541141151702439	0.437734074039324	0.576914882885178	0.474887906302853	0.368198920554019	0.474713097677713	0.334945828498691	0.176191524166117	0.263108301726079	1.22330007589652	0.60122593761381	0.436805792922024	1.27216381087675	2.65143421479853
"Ptp4a1"	0.016164154585003	0.00693396447500841	0.0276604474568	0.0118451541501925	0.00923247112118195	0.0091447531387343	0.0192090435124645	0.00313818789419629	0.00969111365990336	0	0.0327960347709877	0.010321332483056	0	0.0527682251593791	0
"Ptp4a1.1"	0.00334408732232289	0.00425870202033895	0.00925287855623802	0.00552589735356356	0.00877310640687621	0.00416202723854853	0.00693050945530716	0.00213289196688898	0.00874603565770164	0.00578420184088008	0	0.00209980895938088	0.00709010674864721	0.0301844875881387	0
"4931428L18Rik"	0.00193308991731991	0.000268391212614043	0	0	0.00161501707476802	0	0	0.0112293050699089	0	0.00399228212020522	0	0	0	0	0
"Khdrbs2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prim2"	0.0646140740153546	0.0793359807732352	0.0132056047491677	0.212999050678106	0.0802982252954405	0.0985109328719036	0.0996466960710498	0.0282148908592997	0.0196378415950806	0.010434388564871	0.0737275867809009	0.0165222975161921	0.00399940488855258	0.00842874674650376	0
"Rab23"	0.0307464563260755	0.017755009099969	0.0304351705300316	0.0500340420246339	0.0247043552932044	0.0132520885936136	0.0189181404339235	0.00905633279554202	0.0068795316244	0	0.060101207740862	0.0149350170018533	0.00692177562925862	0.0624749925780123	0
"Bag2"	0.117014299187884	0.052702176534899	0.0225847163153037	0.110277474091055	0.101918077064443	0.0265119767787531	0.0251087336432595	0.00896930064884035	0.0140873932097546	0	0.0159404540360483	0.0295752440787197	0.0133936699440472	0.0691608959773843	0
