"cv"	"cv"
2348.75768032843	1275.03207279334
154.530254714921	149.051684523845
208.272626546193	176.314171034277
193.691797919025	184.798220494531
338.147906458863	312.590680288656
287.203291374796	254.357430127177
756.891536911896	589.749119962835
281.079551014839	261.104375518483
1818.23957967099	1509.96456941045
401.45393136755	354.202571419551
2877.49838934383	1951.0665888335
398.264466023009	310.237541705488
2877.49838934383	2390.60570265086
555.733957327285	615.644522661633
299.061239872163	270.802898477592
205.257356022021	171.639089686507
378.303005331396	305.905708858401
203.235875443469	185.566361534989
1818.23957967099	1509.96456941045
508.07834772832	380.215565300784
125.997653781138	112.298125013639
346.569670752765	338.499738097889
537.151838399533	518.319984951213
2348.75768032843	3382.30690505755
512.350184076099	408.759978157556
72.8767888427334	57.3852348255226
749.478690499543	662.780625853461
488.563252744583	397.697441019144
405.889447922158	349.523310357093
154.173401288861	138.420403055479
262.628175429464	227.255680582368
460.342826045547	379.887066046415
2877.49838934383	1688.93263285432
822.641947389216	746.833502171002
2877.49838934383	2390.60570265086
292.000283119547	278.667150158442
882.903198788577	1123.48317540431
1659.31561227128	1509.96456941045
2348.75768032843	2390.60570265086
1013.03718528399	1192.15869107553
154.932985996793	141.232591372388
322.97667611321	271.067661837629
334.999527813389	295.758170029163
2877.49838934383	2390.60570265086
322.433604563757	269.723317626143
254.903015152668	207.363975390628
982.490933400541	749.994459005487
2877.49838934383	1377.79753323121
1283.74240609921	1065.36009216802
1223.62871721504	809.974223063442
1283.74240609921	898.804216096387
513.851776236951	400.590418378747
662.456616488669	683.428817774545
1223.62871721504	867.943067077197
290.1657496574	297.294215824527
273.963261131698	245.731151135753
278.308232586988	243.44158236525
4070.62648740952	3382.30690505755
2348.75768032843	2390.60570265086
374.203806567695	336.528794878448
179.250069366974	163.04223131396
356.881851743108	374.529859855005
204.04427507924	201.417493403493
252.274240055652	233.435741818069
1223.62871721504	961.605866683993
386.279907308096	341.12428083887
559.796919898571	388.920274544089
507.101825849681	436.885107969653
711.566110307549	589.749119962835
1535.76243364265	1192.15869107553
441.09697658862	413.629821957676
1659.31561227128	2390.60570265086
79.8020258230699	76.240706069241
262.958301803487	251.993093639106
402.04625556715	329.43792058565
1265.67728623367	1377.79753323121
2033.46882715583	3382.30690505755
904.98301823019	791.266610097431
331.514645705485	301.88754746247
216.509094421548	167.763779212247
338.911045233686	299.197118895907
326.893426258897	335.237588635984
1659.31561227128	1377.79753323121
1223.62871721504	1275.03207279334
306.027164465719	222.770539631031
117.5728021881	109.353795229208
194.457921920298	173.065051722934
132.724510369327	120.428982712612
1114.76702889757	696.154888689557
250.08760348552	238.700014318212
805.949901729134	554.22559367197
82.1553133793451	73.446303596492
462.016091185051	401.806732375682
454.954862986627	384.579059050889
1818.23957967099	1951.0665888335
375.539558703412	311.781084719364
264.905701935037	253.071149209218
1535.76243364265	1377.79753323121
1114.76702889757	1123.48317540431
825.122746199798	585.991964833976
1283.74240609921	1377.79753323121
278.277094546207	248.969275584849
605.061945959773	539.030593521746
2877.49838934383	2390.60570265086
792.266685719292	814.568092610969
173.680666449637	151.394977124365
449.502321705638	396.568736034208
483.546874220131	471.522957294583
272.873506125564	240.347295866504
1208.96324611767	889.658284689723
342.390589591048	287.322983200531
976.975868308604	728.770866917209
762.979052242911	609.63776899934
