""	"RNA.0"	"RNA.1"	"RNA.2"	"RNA.3"	"RNA.4"	"RNA.5"	"RNA.6"	"RNA.7"	"RNA.8"	"RNA.9"	"RNA.10"	"RNA.11"	"RNA.12"	"RNA.13"	"RNA.14"
"Zdhhc5"	0.0765563265582557	0.110409638000963	0.175339573614795	0.0901485078871625	0.113508981696023	0.112873739406496	0.193717616456805	0.112747052848971	0.0568678601292383	0.118879421377009	0.276172628721241	0.218911941237231	0.0812057204398724	0.338581465149346	0
"Clp1"	0.0761223400189312	0.089382576886479	0.0795646271414341	0.106915034279164	0.0898969312332732	0.0829228580227078	0.0951313128453769	0.0840150559164687	0.0217439770535977	0.0786999412288276	0.0573730031220122	0.0618541300180407	0.0760191916463792	0.0376295422821891	0.263088660878716
"Gm19426"	0.0017173396348249	0.00328416745870717	0.00139990791405741	0	0.00409367106894848	0	0.00425467253051148	0.0023600045312087	0	0	0	0	0	0	0
"Serping1"	0	0.000331618247970596	0	0	0	0	0.00169211609270089	0	0	0	0.0947890597959199	0	0	0.0714578887058642	0
"Ube2l6"	0.0262834625014951	0.0185776574670555	0.0486056296400321	0.0109378789381044	0.0251589680394969	0.0188732742008231	0.0339955945484295	0.0360117710166751	0.0148241654933284	0.100923337744055	0.070891574032969	0.114556676642203	0.0893047149781596	0.0900370779719906	0
"Smtnl1"	0	0	0	0	0.00122127679114897	0.00155622517458927	0	0	0	0	0	0	0.010809582782567	0	0
"Timm10"	1.21426139213737	1.45988222611408	0.335246962473553	1.3191020687353	1.61002366138069	1.51807418371073	0.690136833943498	1.32004381885391	0.266364784638905	0.978499808668594	0.48928576463199	0.65196143277405	0.651980774452914	0.509604235047818	0
"Slc43a1"	0.00239239715323878	0	0.0328139945394905	0	0	0	0.0254052318836088	0	0.0126549401613571	0	0.0436139459256962	0	0	0.04199573887284	0
"Ssrp1"	0.7253186923514	0.845169149026502	0.341198845045758	1.12690817228793	0.873977391236098	0.943078911045926	0.796432568021645	0.377420053071363	0.178156621246251	0.185517201522542	0.496938804574031	0.44853602910547	0.346088343281588	0.780944526505251	0.837699416604004
"Tnks1bp1"	0.0241073862778963	0.0449799178311691	0.13274466516706	0.0469751165958931	0.0551322279710048	0.0654499204345502	0.0793522918420993	0.0551296534300715	0.0239584608884289	0.0730337226592167	0.0214531118662766	0.0702188613502735	0.0365281077737131	0.161295238299337	0
"Olfr1124"	0	0	0	0.00072937172648852	0	0.000557930666402431	0.0015487855043589	0	0	0	0.0080692340279599	0.00712641040569942	0	0	0
"Ptprj"	0.0278089615828914	0.0218689658000527	0.10332466347757	0.0234836000952232	0.0223595853020552	0.00940694868271161	0.0778337062995227	0.0250533344795793	0.028884090988732	0.0176242126628575	0.0819182791090543	0.317535265457368	0.0418289248526489	0.0574971809179217	0
"Nup160"	0.0510372676130318	0.106254723218101	0.0344126408327465	0.120241846712606	0.0774751906316359	0.133961677513418	0.0950505748226224	0.0308847381601918	0.0243383682356085	0.0215569574659342	0.10304037722209	0.0476681328438736	0.0371934848460367	0.0483217070657521	0
